"","X1","probs","quinteto","Year","Player","Pos"
"865",327,0.0131905891137635,0,2016,"Jeremy Lin","SG"
"866",302,0.0131739142825368,0,2016,"Sean Kilpatrick","SG"
"867",425,0.0129323346499579,0,2016,"Elfrid Payton","PG"
"868",432,0.0128930606056103,0,2016,"Otto Porter","SF"
"869",15,0.0128564517730954,0,2016,"Chris Andersen","C"
"870",256,0.0127882864548136,0,2016,"Andre Iguodala","SF"
"871",392,0.0122469674253073,0,2016,"Xavier Munford","SG"
"872",196,0.0121413346341673,0,2016,"Jeff Green","SF"
"873",192,0.0120199028962418,0,2016,"Erick Green","PG"
"874",64,0.0120041047651876,0,2016,"Elton Brand","C"
"875",130,0.0118857028635794,0,2016,"Spencer Dinwiddie","PG"
"876",502,0.0118828197020099,0,2016,"Jarnell Stokes","C"
"877",426,0.0115214832938115,0,2016,"Nikola Pekovic","C"
"878",403,0.0114829570058615,0,2016,"Steve Novak","PF"
"879",115,0.0114441824286824,0,2016,"Jared Cunningham","SG"
"880",230,0.0114312715427345,0,2016,"Jordan Hill","C"
"881",489,0.0114126938954329,0,2016,"Russ Smith","PG"
"882",73,0.0111554231637767,0,2016,"Chase Budinger","SF"
"883",235,0.011079215169835,0,2016,"Kirk Hinrich","PG"
"884",468,0.0110256235250125,0,2016,"Dennis Schroder","PG"
"885",70,0.0110080420197328,0,2016,"Kobe Bryant","SF"
"886",104,0.0109587452637317,0,2016,"Bryce Cotton","PG"
"887",366,0.0108536562288606,0,2016,"Salah Mejri","C"
"888",335,0.0107557090094724,0,2016,"Shelvin Mack","PG"
"889",283,0.0107011161650945,0,2016,"Orlando Johnson","SG"
"890",6,0.010652891260525,0,2016,"Cole Aldrich","C"
"891",488,0.0105949408306777,0,2016,"Josh Smith","PF"
"892",571,0.0102675434913284,0,2016,"Delon Wright","PG"
"893",36,0.0102359269532975,0,2016,"J.J. Barea","PG"
"894",32,0.0098361147672347,0,2016,"Jeff Ayres","C"
"895",239,0.00976783989467868,0,2016,"Justin Holiday","SG"
"896",329,0.00974634700917479,0,2016,"Kevon Looney","PF"
"897",417,0.00932443063778354,0,2016,"Jabari Parker","PF"
"898",535,0.00924858272654222,0,2016,"Greivis Vasquez","PG"
"899",26,0.00913823268137434,0,2016,"Trevor Ariza","SF"
"900",385,0.0091376538202669,0,2016,"Markieff Morris","PF"
"901",16,0.00907664990745659,0,2016,"Alan Anderson","SG"
"902",413,0.00890395868538147,0,2016,"Kelly Olynyk","C"
"903",251,0.00876794860144429,0,2016,"Kris Humphries","PF"
"904",374,0.00874189453748513,0,2016,"Patty Mills","PG"
"905",369,0.00867662885905573,0,2016,"C.J. Miles","SF"
"906",123,0.00849720071931414,0,2016,"Bryce Dejean-Jones","SG"
"907",228,0.00842696029713452,0,2016,"Nene Hilario","PF"
"908",182,0.00838140125537865,0,2016,"Aaron Gordon","PF"
"909",498,0.0082524596583462,0,2016,"Alex Stepheson","PF"
"910",80,0.00800449884151146,0,2016,"Bruno Caboclo","SF"
"911",359,0.00791531429272623,0,2016,"JaVale McGee","C"
"912",257,0.00786664811470655,0,2016,"Ersan Ilyasova","PF"
"913",3,0.00769318108241943,0,2016,"Steven Adams","C"
"914",452,0.00769002622494706,0,2016,"Brian Roberts","PG"
"915",13,0.00760705928673852,0,2016,"Chris Andersen","C"
"916",135,0.00760087526560691,0,2016,"Duje Dukan","SF"
"917",405,0.00754814781641728,0,2016,"Steve Novak","PF"
"918",437,0.00754594725253813,0,2016,"Phil Pressey","PG"
"919",24,0.00744827452679822,0,2016,"Joel Anthony","C"
"920",492,0.00738443444775725,0,2016,"Tiago Splitter","C"
"921",552,0.00730386033344486,0,2016,"Sonny Weems","SF"
"922",503,0.00721660720223978,0,2016,"Amar'e Stoudemire","C"
"923",397,0.00712861208935929,0,2016,"Jameer Nelson","PG"
"924",284,0.00711230380867272,0,2016,"Orlando Johnson","SG"
"925",159,0.00705865180763577,0,2016,"Randy Foye","SG"
"926",299,0.00702938665370872,0,2016,"Sasha Kaun","C"
"927",271,0.00694903880964275,0,2016,"John Jenkins","SG"
"928",396,0.00669331890941409,0,2016,"Gary Neal","SG"
"929",120,0.00657661827476629,0,2016,"Ed Davis","PF"
"930",562,0.00656021151372858,0,2016,"Elliot Williams","PG"
"931",93,0.0064473280122246,0,2016,"Tyson Chandler","C"
"932",367,0.00635625413844602,0,2016,"Jordan Mickey","PF"
"933",75,0.00626502304537494,0,2016,"Trey Burke","PG"
"934",272,0.00625177946787791,0,2016,"Brandon Jennings","PG"
"935",137,0.00619858190665308,0,2016,"Mike Dunleavy","SF"
"936",451,0.00615046086809761,0,2016,"Brian Roberts","PG"
"937",370,0.0061502827921356,0,2016,"Andre Miller","PG"
"938",43,0.00594958793725891,0,2016,"Jerryd Bayless","SG"
"939",222,0.00582532614952654,0,2016,"John Henson","C"
"940",128,0.00582166366535611,0,2016,"Boris Diaw","PF"
"941",358,0.00581695730208756,0,2016,"Mitch McGary","PF"
"942",504,0.00578983663760647,0,2016,"Rodney Stuckey","PG"
"943",154,0.00574090924275659,0,2016,"Cristiano Felicio","C"
"944",282,0.00563273740861504,0,2016,"Orlando Johnson","SG"
"945",534,0.00558110566321076,0,2016,"Anderson Varejao","C"
"946",190,0.00557933666573276,0,2016,"Erick Green","PG"
"947",243,0.00554725801352891,0,2016,"Rondae Hollis-Jefferson","SF"
"948",344,0.00540777355170955,0,2016,"Kevin Martin","SG"
"949",545,0.00522882527993967,0,2016,"T.J. Warren","SF"
"950",342,0.00522004354181734,0,2016,"Jarell Martin","PF"
"951",77,0.00521633455602835,0,2016,"Caron Butler","SF"
"952",479,0.00519515180332902,0,2016,"Marcus Smart","PG"
"953",500,0.00512297290294187,0,2016,"Jarnell Stokes","C"
"954",375,0.00507830354940813,0,2016,"Elijah Millsap","SG"
"955",164,0.00502665565222922,0,2016,"Jimmer Fredette","SG"
"956",225,0.00486632687372128,0,2016,"J.J. Hickson","C"
"957",242,0.00478783380148448,0,2016,"Ryan Hollins","C"
"958",530,0.00470910305219523,0,2016,"Beno Udrih","PG"
"959",520,0.00468289466840193,0,2016,"Marcus Thornton","SG"
"960",380,0.00463530809329542,0,2016,"Luis Montero","SG"
"961",125,0.00452283782112234,0,2016,"Matthew Dellavedova","PG"
"962",51,0.00448719800554364,0,2016,"Bismack Biyombo","C"
"963",88,0.00439045819105598,0,2016,"Omri Casspi","SF"
"964",202,0.00433221301604031,0,2016,"P.J. Hairston","SF"
"965",188,0.00426671849800818,0,2016,"Danny Green","SG"
"966",81,0.00426241895501262,0,2016,"Jose Calderon","PG"
"967",279,0.0041602724297958,0,2016,"Joe Johnson","SF"
"968",50,0.00404573412068448,0,2016,"Patrick Beverley","PG"
"969",473,0.00399224872496603,0,2016,"Ramon Sessions","PG"
"970",280,0.00381379703456101,0,2016,"Joe Johnson","SF"
"971",402,0.00379621695415725,0,2016,"Lucas Nogueira","C"
"972",508,0.00376420772334827,0,2016,"Mirza Teletovic","PF"
"973",533,0.0037436184079877,0,2016,"Anderson Varejao","C"
"974",8,0.00364056166828789,0,2016,"Cliff Alexander","PF"
"975",270,0.00359212804385535,0,2016,"John Jenkins","SG"
"976",306,0.00354982437143642,0,2016,"Kyle Korver","SG"
"977",4,0.00348480036782239,0,2016,"Arron Afflalo","SG"
"978",568,0.00345016513884346,0,2016,"Christian Wood","PF"
"979",515,0.00344608624793665,0,2016,"Jason Thompson","C"
"980",317,0.00339642153539845,0,2016,"Courtney Lee","SG"
"981",11,0.00334803423092086,0,2016,"Al-Farouq Aminu","SF"
"982",139,0.00334595141795074,0,2016,"Cleanthony Early","SF"
"983",98,0.00331819083069685,0,2016,"Norris Cole","PG"
"984",195,0.00330700686586244,0,2016,"Jeff Green","SF"
"985",480,0.00329158522029251,0,2016,"Greg Smith","PF"
"986",471,0.00323493823869723,0,2016,"Thabo Sefolosha","SF"
"987",308,0.00303780878230221,0,2016,"Jeremy Lamb","SG"
"988",30,0.00302347931050524,0,2016,"D.J. Augustin","PG"
"989",29,0.00300220465707916,0,2016,"D.J. Augustin","PG"
"990",261,0.00299578028965509,0,2016,"Damien Inglis","SF"
"991",34,0.00295759261365681,0,2016,"Cameron Bairstow","C"
"992",328,0.00294510133463119,0,2016,"Shaun Livingston","PG"
"993",291,0.00291412116770053,0,2016,"Terrence Jones","PF"
"994",567,0.0028751502363818,0,2016,"Jeff Withey","C"
"995",467,0.00287340717502343,0,2016,"JaKarr Sampson","SF"
"996",240,0.00285648972970348,0,2016,"Ryan Hollins","C"
"997",59,0.00285312090085023,0,2016,"Matt Bonner","C"
"998",267,0.00281233257677048,0,2016,"Cory Jefferson","PF"
"999",384,0.00273308694839722,0,2016,"Markieff Morris","PF"
"1000",388,0.00268188346359287,0,2016,"Donatas Motiejunas","PF"
"1001",446,0.00266182498777487,0,2016,"Willie Reed","C"
"1002",464,0.00264506485479297,0,2016,"Robert Sacre","C"
"1003",97,0.00259378455903945,0,2016,"Jordan Clarkson","SG"
"1004",108,0.00259039532913533,0,2016,"Robert Covington","SF"
"1005",546,0.00257448761695494,0,2016,"C.J. Watson","PG"
"1006",12,0.00253980307396199,0,2016,"Lou Amundson","PF"
"1007",355,0.0025333968604499,0,2016,"Chris McCullough","PF"
"1008",416,0.00249168110027482,0,2016,"Kostas Papanikolaou","SF"
"1009",218,0.00244514536163215,0,2016,"Spencer Hawes","PF"
"1010",167,0.00242518965025218,0,2016,"Channing Frye","PF"
"1011",528,0.00239078349992043,0,2016,"Beno Udrih","PG"
"1012",351,0.00238089606711559,0,2016,"Ray McCallum","PG"
"1013",346,0.00234849561686817,0,2016,"Wesley Matthews","SF"
"1014",478,0.00232605628887013,0,2016,"Donald Sloan","PG"
"1015",41,0.0023152694367073,0,2016,"Brandon Bass","PF"
"1016",211,0.00231013562678232,0,2016,"Gary Harris","SG"
"1017",155,0.00228792990906125,0,2016,"Raymond Felton","PG"
"1018",234,0.0022720989228322,0,2016,"Kirk Hinrich","PG"
"1019",39,0.00226883498584478,0,2016,"Matt Barnes","SF"
"1020",325,0.00221600675151402,0,2016,"Jon Leuer","PF"
"1021",116,0.00213320248405629,0,2016,"Seth Curry","PG"
"1022",312,0.00213000936406231,0,2016,"Zach LaVine","SG"
"1023",469,0.00210903662593741,0,2016,"Luis Scola","PF"
"1024",250,0.00207733607148098,0,2016,"Kris Humphries","PF"
"1025",131,0.00206110405889074,0,2016,"Toney Douglas","PG"
"1026",341,0.00203234945839458,0,2016,"Kendall Marshall","PG"
"1027",121,0.00202066373500153,0,2016,"Branden Dawson","PF"
"1028",61,0.00199667285924535,0,2016,"Trevor Booker","PF"
"1029",558,0.00198982092311366,0,2016,"C.J. Wilcox","SG"
"1030",519,0.00198020019506649,0,2016,"Marcus Thornton","SG"
"1031",180,0.00197681058988241,0,2016,"Drew Gooden","PF"
"1032",311,0.00197551788682121,0,2016,"Joffrey Lauvergne","C"
"1033",160,0.00194627391116731,0,2016,"Tim Frazier","PG"
"1034",171,0.00192159293263704,0,2016,"Kevin Garnett","PF"
"1035",523,0.00191630962172229,0,2016,"Axel Toupane","SF"
"1036",118,0.00189133442739503,0,2016,"Troy Daniels","SG"
"1037",55,0.00188330960795979,0,2016,"Steve Blake","PG"
"1038",294,0.00188031115802553,0,2016,"Cory Joseph","SG"
"1039",495,0.00182242185277564,0,2016,"Lance Stephenson","SF"
"1040",475,0.00180453533224649,0,2016,"Jonathon Simmons","SG"
"1041",427,0.00175409309262288,0,2016,"Kendrick Perkins","C"
"1042",84,0.00173102645127529,0,2016,"Clint Capela","C"
"1043",343,0.00166149705409003,0,2016,"Kevin Martin","SG"
"1044",191,0.00166098529058137,0,2016,"Erick Green","PG"
"1045",447,0.00162565526111957,0,2016,"Josh Richardson","SG"
"1046",364,0.00157567035082455,0,2016,"Josh McRoberts","PF"
"1047",347,0.00154107921056902,0,2016,"O.J. Mayo","SG"
"1048",561,0.00153843058417877,0,2016,"Derrick Williams","SF"
"1049",89,0.00151767741251074,0,2016,"Willie Cauley-Stein","C"
"1050",60,0.00149300674360562,0,2016,"Devin Booker","SG"
"1051",103,0.00147317103352709,0,2016,"Chris Copeland","PF"
"1052",238,0.00146684572604096,0,2016,"Justin Holiday","SG"
"1053",458,0.00146647984951975,0,2016,"Terrence Ross","SF"
"1054",390,0.00145989043491654,0,2016,"Emmanuel Mudiay","PG"
"1055",491,0.00145450891042349,0,2016,"Marreese Speights","C"
"1056",44,0.00143258939617622,0,2016,"Aron Baynes","C"
"1057",324,0.00142239816824901,0,2016,"Meyers Leonard","PF"
"1058",10,0.001420980690142,0,2016,"Tony Allen","SG"
"1059",148,0.00139208041113415,0,2016,"Jeremy Evans","SF"
"1060",210,0.00138414999994411,0,2016,"Devin Harris","PG"
"1061",389,0.0013818905613288,0,2016,"Timofey Mozgov","C"
"1062",486,0.00135064103279776,0,2016,"Josh Smith","PF"
"1063",49,0.00132874947667788,0,2016,"Anthony Bennett","PF"
"1064",399,0.00130006994746787,0,2016,"Andrew Nicholson","PF"
"1065",316,0.00128296961986767,0,2016,"Courtney Lee","SG"
"1066",474,0.0012344320692274,0,2016,"Iman Shumpert","SG"
"1067",349,0.00123383933562821,0,2016,"James Michael","PF"
"1068",436,0.00122335932294898,0,2016,"Norman Powell","SG"
"1069",494,0.00120914187664209,0,2016,"Lance Stephenson","SF"
"1070",433,0.00119692647933621,0,2016,"Bobby Portis","PF"
"1071",79,0.00119338822504612,0,2016,"Rasual Butler","SF"
"1072",54,0.00119303284399538,0,2016,"DeJuan Blair","C"
"1073",574,0.00117553172374264,0,2016,"Joe Young","PG"
"1074",443,0.00115698665651914,0,2016,"Julius Randle","PF"
"1075",205,0.00114414133672242,0,2016,"Tim Hardaway","SG"
"1076",292,0.00112643474078704,0,2016,"Tyus Jones","PG"
"1077",410,0.00112021912196129,0,2016,"Kyle O'Quinn","PF"
"1078",232,0.00107522115202302,0,2016,"Darrun Hilliard","SG"
"1079",161,0.00106236077674898,0,2016,"Tim Frazier","PG"
"1080",72,0.00103828736049717,0,2016,"Chase Budinger","SF"
"1081",140,0.0010338486437792,0,2016,"Jarell Eddie","SF"
"1082",420,0.00102396825747788,0,2016,"Lamar Patterson","SG"
"1083",74,0.00102089528352421,0,2016,"Reggie Bullock","SF"
"1084",578,0.0010143477882818,0,2016,"Tyler Zeller","C"
"1085",216,0.000996062253213954,0,2016,"Aaron Harrison","SG"
"1086",244,0.000987222815203674,0,2016,"Richaun Holmes","PF"
"1087",569,0.000978600783865666,0,2016,"Metta World","SF"
"1088",134,0.000966858748207421,0,2016,"Jared Dudley","PF"
"1089",551,0.00095362455034993,0,2016,"Sonny Weems","SG"
"1090",9,0.000920326835667125,0,2016,"Lavoy Allen","PF"
"1091",381,0.000917349100707897,0,2016,"E'Twaun Moore","SG"
"1092",514,0.000905709756728311,0,2016,"Jason Thompson","C"
"1093",431,0.000894197422449085,0,2016,"Miles Plumlee","C"
"1094",86,0.000891548785471251,0,2016,"Vince Carter","SG"
"1095",472,0.000881016436977907,0,2016,"Kevin Seraphin","C"
"1096",33,0.000869642581913647,0,2016,"Luke Babbitt","SF"
"1097",350,0.000852673724621162,0,2016,"Ray McCallum","PG"
"1098",209,0.00084926057785684,0,2016,"Montrezl Harrell","PF"
"1099",314,0.000843768639500491,0,2016,"Ty Lawson","PG"
"1100",461,0.000834842341406374,0,2016,"Damjan Rudez","SF"
"1101",122,0.000831058303315825,0,2016,"Dewayne Dedmon","C"
"1102",181,0.000815327461938471,0,2016,"Archie Goodwin","PG"
"1103",278,0.000802862735066001,0,2016,"James Johnson","PF"
"1104",186,0.000794589116572627,0,2016,"Jerami Grant","SF"
"1105",542,0.000773699622896078,0,2016,"Dion Waiters","SG"
"1106",454,0.000748762412738768,0,2016,"Nate Robinson","PG"
"1107",441,0.000733979948646393,0,2016,"Pablo Prigioni","PG"
"1108",53,0.00071942919865179,0,2016,"Tarik Black","C"
"1109",356,0.000716390198429791,0,2016,"K.J. McDaniels","SF"
"1110",290,0.000697850069640245,0,2016,"James Jones","SF"
"1111",300,0.000676762853186135,0,2016,"Ryan Kelly","PF"
"1112",221,0.000674699681754441,0,2016,"Gerald Henderson","SG"
"1113",296,0.000673422356263183,0,2016,"Frank Kaminsky","C"
"1114",248,0.000673123539976918,0,2016,"Marcelo Huertas","PG"
"1115",193,0.00067108543219235,0,2016,"Gerald Green","SG"
"1116",512,0.000670544413046303,0,2016,"Lance Thomas","PF"
"1117",166,0.00066968999478261,0,2016,"Channing Frye","PF-C"
"1118",525,0.000668213542864787,0,2016,"P.J. Tucker","SF"
"1119",322,0.000667145337338092,0,2016,"Alex Len","C"
"1120",37,0.000655842035520112,0,2016,"Andrea Bargnani","C"
"1121",435,0.000653540077038512,0,2016,"Dwight Powell","PF"
"1122",109,0.000645906312902699,0,2016,"Allen Crabbe","SG"
"1123",233,0.000637588917488998,0,2016,"Kirk Hinrich","PG"
"1124",424,0.000620876990961636,0,2016,"Cameron Payne","PG"
"1125",27,0.000611391326605367,0,2016,"Darrell Arthur","PF"
"1126",354,0.000605662395188185,0,2016,"T.J. McConnell","PG"
"1127",448,0.000605330977518921,0,2016,"Austin Rivers","SG"
"1128",470,0.000598242784248435,0,2016,"Mike Scott","PF"
"1129",450,0.000578899537358045,0,2016,"Brian Roberts","PG"
"1130",147,0.000573648307702857,0,2016,"Tyler Ennis","PG"
"1131",19,0.000565684968933122,0,2016,"Kyle Anderson","SF"
"1132",66,0.000558229690536669,0,2016,"Aaron Brooks","PG"
"1133",421,0.000550540580342546,0,2016,"Patrick Patterson","PF"
"1134",408,0.00054737132052987,0,2016,"J.J. O'Brien","SF"
"1135",269,0.000546057524037764,0,2016,"John Jenkins","SG"
"1136",5,0.000537589745314441,0,2016,"Alexis Ajinca","C"
"1137",102,0.000536521813971395,0,2016,"Pat Connaughton","SG"
"1138",307,0.000533766290923727,0,2016,"Kosta Koufos","C"
"1139",391,0.00053078864706662,0,2016,"Shabazz Muhammad","SF"
"1140",35,0.000527774198453646,0,2016,"Leandro Barbosa","SG"
"1141",67,0.000511401460751532,0,2016,"Anthony Brown","SF"
"1142",231,0.000496211651830128,0,2016,"Solomon Hill","SF"
"1143",298,0.000494813947138795,0,2016,"Sergey Karasev","SF"
"1144",204,0.000488908282434575,0,2016,"Tyler Hansbrough","PF"
"1145",463,0.000485481303703612,0,2016,"D'Angelo Russell","PG"
"1146",339,0.000485333731437022,0,2016,"Devyn Marble","SG"
"1147",194,0.000479266773292131,0,2016,"JaMychal Green","PF"
"1148",453,0.000471888553754533,0,2016,"Glenn Robinson","SF"
"1149",217,0.000470425824128242,0,2016,"Udonis Haslem","PF"
"1150",313,0.000462556399609829,0,2016,"Ty Lawson","PG"
"1151",310,0.000458302616105844,0,2016,"Shane Larkin","PG"
"1152",158,0.000455168399663499,0,2016,"Randy Foye","SG"
"1153",254,0.00042594736104142,0,2016,"R.J. Hunter","SG"
"1154",1,0.000420579011310818,0,2016,"Quincy Acy","PF"
"1155",201,0.000406434715642403,0,2016,"P.J. Hairston","SF"
"1156",170,0.000402773237474437,0,2016,"Langston Galloway","PG"
"1157",459,0.000385172654880839,0,2016,"Terry Rozier","PG"
"1158",485,0.000375248330257324,0,2016,"Jason Smith","C"
"1159",100,0.000373038459342759,0,2016,"Nick Collison","PF"
"1160",48,0.000369981166746641,0,2016,"Marco Belinelli","SG"
"1161",237,0.000360700469044782,0,2016,"Justin Holiday","SG"
"1162",573,0.00034444416177064,0,2016,"James Young","SG"
"1163",532,0.000341686570980027,0,2016,"Anderson Varejao","C"
"1164",52,0.000331841115868805,0,2016,"Nemanja Bjelica","PF"
"1165",114,0.000328504384344235,0,2016,"Jared Cunningham","SG"
"1166",550,0.00032525993827772,0,2016,"Sonny Weems","SG-SF"
"1167",393,0.000322624940113864,0,2016,"Mike Muscala","C"
"1168",440,0.000306956286582729,0,2016,"Ronnie Price","PG"
"1169",540,0.000306164682135101,0,2016,"Sasha Vujacic","SG"
"1170",18,0.000274882771352818,0,2016,"Justin Anderson","SF"
"1171",83,0.000274098672644908,0,2016,"Isaiah Canaan","SG"
"1172",428,0.000270920622666968,0,2016,"Paul Pierce","SF"
"1173",394,0.00025986453887587,0,2016,"Larry Nance","PF"
"1174",373,0.00025394427195488,0,2016,"Mike Miller","SF"
"1175",466,0.000252112996962531,0,2016,"JaKarr Sampson","SF"
"1176",449,0.000247598008468375,0,2016,"Andre Roberson","SG"
"1177",357,0.000243043511352966,0,2016,"Doug McDermott","SF"
"1178",207,0.000237959826189671,0,2016,"Maurice Harkless","SF"
"1179",566,0.000234226717955867,0,2016,"Justise Winslow","SF"
"1180",395,0.000224067730503386,0,2016,"Shabazz Napier","PG"
"1181",575,0.000221428535871568,0,2016,"Nick Young","SG"
"1182",522,0.000221256580718552,0,2016,"Anthony Tolliver","PF"
"1183",285,0.000217093168988416,0,2016,"Stanley Johnson","SF"
"1184",287,0.000214896639217988,0,2016,"Wesley Johnson","SF"
"1185",537,0.000203377921510207,0,2016,"Charlie Villanueva","PF"
"1186",113,0.000193190563674537,0,2016,"Jared Cunningham","SG"
"1187",28,0.00017977889901863,0,2016,"Omer Asik","C"
"1188",268,0.000178608875049323,0,2016,"Richard Jefferson","SF"
"1189",57,0.000175880355577465,0,2016,"Bojan Bogdanovic","SF"
"1190",334,0.000173326542182679,0,2016,"Trey Lyles","PF"
"1191",71,0.00016610892378948,0,2016,"Chase Budinger","SF"
"1192",509,0.000162278802880255,0,2016,"Garrett Temple","SF"
"1193",69,0.000153839721598087,0,2016,"Markel Brown","SG"
"1194",398,0.000148717780615684,0,2016,"Raul Neto","PG"
"1195",17,0.000136918485807343,0,2016,"James Anderson","SG"
"1196",462,0.000131487991780282,0,2016,"Brandon Rush","SG"
"1197",510,0.000129951487265455,0,2016,"Jason Terry","SG"
"1198",95,0.000128285000565161,0,2016,"Ian Clark","SG"
"1199",275,0.000120042541152208,0,2016,"Jonas Jerebko","PF"
"1200",387,0.000119454960001706,0,2016,"Anthony Morrow","SG"
"1201",455,0.00011784342507803,0,2016,"Thomas Robinson","PF"
"1202",224,0.000111644466858854,0,2016,"Roy Hibbert","C"
"1203",513,0.000106347206544768,0,2016,"Hollis Thompson","SG"
"1204",493,0.000105017670384101,0,2016,"Nik Stauskas","SG"
"1205",187,0.000101826010591914,0,2016,"Jerian Grant","PG"
"1206",490,9.43571942561271e-05,0,2016,"Tony Snell","SF"
"1207",360,8.91555409699506e-05,0,2016,"Ben McLemore","SG"
"1208",423,7.87330519484231e-05,0,2016,"Adreian Payne","PF"
"1209",260,7.44868652599182e-05,0,2016,"Joe Ingles","SF"
"1210",200,6.5817038777685e-05,0,2016,"P.J. Hairston","SF"
"1211",141,5.57204972936828e-05,0,2016,"Wayne Ellington","SG"
"1212",65,5.45151058333689e-05,0,2016,"Corey Brewer","SF"
"1213",223,4.93977033773885e-05,0,2016,"Mario Hezonja","SF"
"1214",157,4.89438740807542e-05,0,2016,"Randy Foye","SG"
"1215",277,4.47854577488155e-05,0,2016,"Chris Johnson","SF"
"1216",175,3.6333595308366e-05,0,2016,"Alonzo Gee","SF"
"1217",414,3.04462276714219e-05,0,2016,"Kelly Oubre","SF"
"1218",477,2.8984875648825e-05,0,2016,"Kyle Singler","SF"
"1219",112,2.7229041668171e-05,0,2016,"Dante Cunningham","SF"
"1220",348,2.61090002071588e-05,0,2016,"Luc Mbah","PF"
"1221",465,2.09480507646818e-05,0,2016,"JaKarr Sampson","SF"
"1222",409,1.68257694599842e-05,0,2016,"Johnny O'Bryant","PF"
"1223",538,1.64963530917299e-05,0,2016,"Noah Vonleh","PF"
"1224",442,6.27675624824005e-06,0,2016,"Tayshaun Prince","SF"
"1225",536,3.19217296296074e-06,0,2016,"Rashad Vaughn","SG"
"1226",211,99.9085875441538,1,2017,"James Harden","PG"
"1227",559,99.906213514031,1,2017,"Russell Westbrook","PG"
"1228",270,98.8214618370092,1,2017,"LeBron James","SF"
"1229",123,97.4726992772415,1,2017,"Anthony Davis","C"
"1230",319,97.3700312794322,1,2017,"Kawhi Leonard","SF"
"1231",144,96.0890805189058,1,2017,"Kevin Durant","SF"
"1232",80,95.5981079850562,1,2017,"Jimmy Butler","SF"
"1233",121,95.067557097583,1,2017,"Stephen Curry","PG"
"1234",517,94.6521914484494,1,2017,"Isaiah Thomas","PG"
"1235",20,88.0865019439742,1,2017,"Giannis Antetokounmpo","SF"
"1236",530,86.3112279770121,0,2017,"Karl-Anthony Towns","C"
"1237",551,85.7801719366231,1,2017,"John Wall","PG"
"1238",190,75.7414230449494,1,2017,"Rudy Gobert","C"
"1239",131,71.9508800165879,1,2017,"DeMar DeRozan","SG"
"1240",326,68.5326798616382,0,2017,"Damian Lillard","PG"
"1241",427,62.9582383267337,0,2017,"Chris Paul","PG"
"1242",334,48.8524374320232,0,2017,"Kyle Lowry","PG"
"1243",562,47.7778955874423,0,2017,"Hassan Whiteside","C"
"1244",111,47.182193789109,0,2017,"DeMarcus Cousins","C"
"1245",265,45.8298103213637,0,2017,"Kyrie Irving","PG"
"1246",226,40.5079947712256,0,2017,"Gordon Hayward","SF"
"1247",106,36.9936961649758,0,2017,"Mike Conley","PG"
"1248",550,16.5989173776964,0,2017,"Kemba Walker","PG"
"1249",207,16.2901514511641,0,2017,"Blake Griffin","PF"
"1250",178,13.4144754834572,0,2017,"Marc Gasol","C"
"1251",294,10.6351792028306,1,2017,"DeAndre Jordan","C"
"1252",285,8.76168975218781,0,2017,"Nikola Jokic","C"
"1253",137,8.29984064727666,0,2017,"Goran Dragic","PG"
"1254",9,7.96412324271819,0,2017,"LaMarcus Aldridge","PF"
"1255",183,5.07237197375162,0,2017,"Paul George","SF"
"1256",42,5.04971980861934,0,2017,"Bradley Beal","SG"
"1257",250,4.24437650443206,0,2017,"Dwight Howard","C"
"1258",203,4.13846943768059,1,2017,"Draymond Green","PF"
"1259",333,4.03609339449999,0,2017,"Kevin Love","PF"
"1260",522,3.98575861037584,0,2017,"Klay Thompson","SG"
"1261",513,3.87373249110451,0,2017,"Jeff Teague","PG"
"1262",348,3.86877698945752,0,2017,"C.J. McCollum","SG"
"1263",372,3.29674267659025,0,2017,"Paul Millsap","PF"
"1264",55,1.80238679146069,0,2017,"Eric Bledsoe","PG"
"1265",149,1.64085753026967,0,2017,"Joel Embiid","C"
"1266",239,1.61295553654222,0,2017,"George Hill","PG"
"1267",248,1.41253056559326,0,2017,"Al Horford","C"
"1268",179,1.30241453828937,0,2017,"Pau Gasol","C"
"1269",138,1.26510628708138,0,2017,"Andre Drummond","C"
"1270",548,0.929869033857214,0,2017,"Dwyane Wade","SG"
"1271",21,0.881711580415191,0,2017,"Carmelo Anthony","SF"
"1272",331,0.823187245846107,0,2017,"Brook Lopez","C"
"1273",511,0.785950075708744,0,2017,"Edy Tavares","C"
"1274",480,0.658122131375909,0,2017,"Dennis Schroder","PG"
"1275",243,0.558230874600387,0,2017,"Jrue Holiday","PG"
"1276",422,0.524003966608004,0,2017,"Jabari Parker","PF"
"1277",573,0.510953700197675,0,2017,"Lou Williams","SG"
"1278",407,0.470992327770958,0,2017,"Jusuf Nurkic","C"
"1279",535,0.423046592909923,0,2017,"Myles Turner","C"
"1280",563,0.356718230931545,0,2017,"Andrew Wiggins","SF"
"1281",539,0.353576976416716,0,2017,"Jonas Valanciunas","C"
"1282",38,0.329030739623564,0,2017,"Nicolas Batum","SG"
"1283",472,0.320571405704008,0,2017,"Ricky Rubio","PG"
"1284",173,0.32020331580591,0,2017,"Danilo Gallinari","SF"
"1285",297,0.292756744800609,0,2017,"Enes Kanter","C"
"1286",509,0.291052046584865,0,2017,"Edy Tavares","C"
"1287",572,0.278831059797009,0,2017,"Lou Williams","SG"
"1288",286,0.274616846957121,0,2017,"Dahntay Jones","SF"
