"","probs","quinteto","Year","Player"
"3922",0.190670937257528,0,2017,"Jameer Nelson"
"3852",0.189442103405299,0,2017,"Dejounte Murray"
"2452",0.18914766473719,0,2017,"Rondae Hollis-Jefferson"
"852",0.189003351600686,0,2017,"Kentavious Caldwell-Pope"
"1322",0.186866413737544,0,2017,"Cheick Diallo"
"3252",0.186328135030214,0,2017,"DeAndre Liggins"
"2332",0.185650701674375,0,2017,"Roy Hibbert"
"1642",0.185563367783995,0,2017,"Yogi Ferrell"
"5032",0.185160405550022,0,2017,"Lance Stephenson"
"3652",0.184773947550326,0,2017,"Salah Mejri"
"2162",0.184557211187206,0,2017,"Gary Harris"
"4142",0.183427749997898,0,2017,"Jahlil Okafor"
"5372",0.182816635415422,0,2017,"Tyler Ulis"
"2322",0.181483630175435,0,2017,"Roy Hibbert"
"3842",0.179664878606338,0,2017,"Shabazz Muhammad"
"2662",0.17701014037451,0,2017,"Jarrett Jack"
"1512",0.176904290462497,0,2017,"Justin Anderson"
"4772",0.176050702324177,0,2017,"Larry Sanders"
"1213",0.174923212305674,0,2017,"Al-Farouq Aminu"
"5702",0.174409555800338,0,2017,"Derrick Williams"
"5113",0.173367991331775,0,2017,"Patrick Beverley"
"1302",0.173132105572484,0,2017,"Luol Deng"
"1692",0.17281688426759,0,2017,"Evan Fournier"
"1012",0.172692052929926,0,2017,"Ian Clark"
"2632",0.172393808271124,0,2017,"Joe Ingles"
"4692",0.172275666661448,0,2017,"Terrence Ross"
"1092",0.171559172594131,0,2017,"Quinn Cook"
"5382",0.170186592831011,0,2017,"Jarrod Uthoff"
"4492",0.168916489026766,0,2017,"Ronnie Price"
"1142",0.168669142191805,0,2017,"Robert Covington"
"812",0.16831830528341,0,2017,"Bruno Caboclo"
"2992",0.168198554404566,0,2017,"Michael Kidd-Gilchrist"
"2412",0.167087995064328,0,2017,"Darrell Arthur"
"5332",0.166151992964769,0,2017,"P.J. Tucker"
"2472",0.165894862227803,0,2017,"Rodney Hood"
"4522",0.165749051904704,0,2017,"Chasson Randle"
"4242",0.165234486378969,0,2017,"Chandler Parsons"
"5762",0.16501988476831,0,2017,"Reggie Williams"
"4532",0.164140261774404,0,2017,"Chasson Randle"
"4932",0.163050593524685,0,2017,"Marcus Smart"
"3072",0.161835620301681,0,2017,"Skal Labissiere"
"5412",0.161685945571159,0,2017,"Fred VanVleet"
"4013",0.160308157366236,0,2017,"Aron Baynes"
"3772",0.160196248468328,0,2017,"Markieff Morris"
"5162",0.159184283202572,0,2017,"Jason Terry"
"5891",0.158779159243192,0,2017,"Nick Young"
"1102",0.157406882269201,0,2017,"Quinn Cook"
"2082",0.157240893167838,0,2017,"Justin Hamilton"
"4513",0.154262881104392,0,2017,"Chasson Randle"
"2513",0.154025014298074,0,2017,"Omer Asik"
"4962",0.153456710186411,0,2017,"Jason Smith"
"1082",0.152046353627748,0,2017,"Quinn Cook"
"3713",0.151424173140784,0,2017,"Elijah Millsap"
"4102",0.150739004272451,0,2017,"Quincy Acy"
"4442",0.149072584747956,0,2017,"Bobby Portis"
"5542",0.146827247487,0,2017,"C.J. Watson"
"882",0.146384996616285,0,2017,"DeMarre Carroll"
"4312",0.145199234310489,0,2017,"Cameron Payne"
"3813",0.145141037608861,0,2017,"Donatas Motiejunas"
"1812",0.140944303017287,0,2017,"Kyle Anderson"
"3062",0.140807977826403,0,2017,"Mindaugas Kuzminskas"
"2272",0.13894736037754,0,2017,"Gerald Henderson"
"1532",0.138442821102101,0,2017,"Tyler Ennis"
"2402",0.137532517114094,0,2017,"Jordan Hill"
"5062",0.137408802464747,0,2017,"Diamond Stone"
"3682",0.135548661712148,0,2017,"C.J. Miles"
"5572",0.135340239859908,0,2017,"Briante Weber"
"4472",0.135162864048027,0,2017,"Norman Powell"
"3832",0.134546349267044,0,2017,"Emmanuel Mudiay"
"5432",0.134337256427242,0,2017,"Greivis Vasquez"
"3782",0.131910394635683,0,2017,"Anthony Morrow"
"5951",0.130620112387861,0,2017,"Ivica Zubac"
"1942",0.130151328886534,0,2017,"Aaron Gordon"
"3972",0.129088342124116,0,2017,"Andrew Nicholson"
"1413",0.128153205393514,0,2017,"Alan Anderson"
"4132",0.127837344283611,0,2017,"Daniel Ochefu"
"782",0.12710243748035,0,2017,"Trey Burke"
"3282",0.126403379183406,0,2017,"Shaun Livingston"
"3822",0.125527167800348,0,2017,"Timofey Mozgov"
"2013",0.125138504476739,0,2017,"Jerian Grant"
"1482",0.124702716742895,0,2017,"Monta Ellis"
"5142",0.124180461252693,0,2017,"Mirza Teletovic"
"4103",0.123422345735285,0,2017,"Johnny O'Bryant"
"4172",0.122530823737422,0,2017,"Arinze Onuaku"
"2022",0.122377925039312,0,2017,"Danny Green"
"4712",0.122212515757073,0,2017,"Terry Rozier"
"1282",0.121862064295469,0,2017,"Malcolm Delaney"
"5552",0.121432844674294,0,2017,"Briante Weber"
"2103",0.12123300295614,0,2017,"Quincy Acy"
"932",0.120991868641173,0,2017,"Omri Casspi"
"4912",0.120957111198624,0,2017,"Jonathon Simmons"
"3622",0.120705763314019,0,2017,"Jordan McRae"
"4332",0.120613750522672,0,2017,"Gary Payton"
"2442",0.120386069860872,0,2017,"Justin Holiday"
"5801",0.11896451092583,0,2017,"Kyle Wiltjer"
"1342",0.118709499149057,0,2017,"Gorgui Dieng"
"1992",0.117580178345015,0,2017,"Jerami Grant"
"2982",0.11740373878348,0,2017,"Ryan Kelly"
"2092",0.117010106377452,0,2017,"A.J. Hammons"
"3792",0.117000417340167,0,2017,"Anthony Morrow"
"1702",0.116281432229928,0,2017,"Randy Foye"
"1622",0.115885142588823,0,2017,"Cristiano Felicio"
"3132",0.114100131482945,0,2017,"Zach LaVine"
"3552",0.113645002966448,0,2017,"K.J. McDaniels"
"5262",0.113583774971275,0,2017,"Anthony Tolliver"
"5082",0.111720647408951,0,2017,"Jared Sullinger"
"1713",0.111096360907298,0,2017,"Justin Anderson"
"913",0.110379888697871,0,2017,"Omri Casspi"
"3162",0.108137513203496,0,2017,"Courtney Lee"
"762",0.10792715387968,0,2017,"Nicolas Brussino"
"1022",0.1076576104711,0,2017,"Jordan Clarkson"
"3572",0.106711429377663,0,2017,"Doug McDermott"
"3752",0.106144728645735,0,2017,"E'Twaun Moore"
"5562",0.104595470162606,0,2017,"Briante Weber"
"813",0.104522556754389,0,2017,"Cole Aldrich"
"3882",0.102543660801197,0,2017,"Larry Nance"
"4402",0.102297234946752,0,2017,"Miles Plumlee"
"1652",0.101821189037203,0,2017,"Yogi Ferrell"
"3372",0.101140429316573,0,2017,"Trey Lyles"
"1522",0.0987045012705318,0,2017,"Tyler Ennis"
"5692",0.0983130576902071,0,2017,"Derrick Williams"
"1352",0.0979626167450577,0,2017,"Spencer Dinwiddie"
"5642",0.0978535962985799,0,2017,"C.J. Wilcox"
"1752",0.0974547986404928,0,2017,"Langston Galloway"
"3513",0.0973609496253628,0,2017,"Chris McCullough"
"3942",0.0972676140766575,0,2017,"Georges Niang"
"5532",0.0969346458505615,0,2017,"T.J. Warren"
"2932",0.0964575518384942,0,2017,"Tyus Jones"
"3052",0.0964257943107107,0,2017,"Kosta Koufos"
"3182",0.0953828881850829,0,2017,"Alex Len"
"3502",0.0950597586005953,0,2017,"Chris McCullough"
"2202",0.0950109188793186,0,2017,"Aaron Harrison"
"1013",0.0948623877292306,0,2017,"Lavoy Allen"
"772",0.0942624279791674,0,2017,"Reggie Bullock"
"1072",0.0941507470794356,0,2017,"Pat Connaughton"
"4313",0.0940237220882456,0,2017,"Malik Beasley"
"5013",0.091429145631237,0,2017,"Davis Bertans"
"4682",0.0913135440272558,0,2017,"Terrence Ross"
"4732",0.0912749701694383,0,2017,"Damjan Rudez"
"5413",0.0912212552835303,0,2017,"Tarik Black"
"3452",0.0896005590234168,0,2017,"James Michael"
"1513",0.0895599133011442,0,2017,"Tyler Ennis"
"2052",0.0889408251998538,0,2017,"JaMychal Green"
"2842",0.0888575835724423,0,2017,"Wesley Johnson"
"1272",0.0885380769861301,0,2017,"Sam Dekker"
"3103",0.0884294255699312,0,2017,"Quincy Acy"
"713",0.0879249084761789,0,2017,"Anthony Brown"
"1822",0.0877029233875293,0,2017,"Alonzo Gee"
"4482",0.0867874742900512,0,2017,"Alex Poythress"
"4302",0.085719860758529,0,2017,"Cameron Payne"
"4352",0.085655690761884,0,2017,"Marshall Plumlee"
"5212",0.0846698523922737,0,2017,"Bismack Biyombo"
"3962",0.0845683470291008,0,2017,"Andrew Nicholson"
"5152",0.0839796600716558,0,2017,"Garrett Temple"
"5312",0.082501548159675,0,2017,"Nemanja Bjelica"
"1392",0.0813897965821848,0,2017,"Jared Dudley"
"4702",0.0799378822174025,0,2017,"Terrence Ross"
"1222",0.0798839708767282,0,2017,"Troy Daniels"
"2913",0.0785392777162145,0,2017,"Wade Baldwin"
"4292",0.078142195092819,0,2017,"Cameron Payne"
"3662",0.0778010963153662,0,2017,"Jordan Mickey"
"5713",0.0776212162178322,0,2017,"Derrick Williams"
"2352",0.0765495232608549,0,2017,"Buddy Hield"
"3222",0.0759975745995523,0,2017,"Caris LeVert"
"3932",0.0742439772199448,0,2017,"Raul Neto"
"1452",0.0738687207185255,0,2017,"Jarell Eddie"
"3562",0.073767997781442,0,2017,"Doug McDermott"
"3952",0.0735563186011295,0,2017,"Andrew Nicholson"
"5812",0.0729689735895657,0,2017,"Justise Winslow"
"3532",0.0722842971312438,0,2017,"K.J. McDaniels"
"2722",0.0720013341165216,0,2017,"Richard Jefferson"
"4952",0.0719981482154895,0,2017,"J.R. Smith"
"1762",0.07161971327853,0,2017,"Langston Galloway"
"2772",0.0714435981978221,0,2017,"Jonas Jerebko"
"2362",0.0712634184986438,0,2017,"Buddy Hield"
"3472",0.0703722053042983,0,2017,"Sheldon McClellan"
"4262",0.0690795971926697,0,2017,"Patrick Patterson"
"1842",0.0688627974757813,0,2017,"Marcus Georges-Hunt"
"662",0.0683868517638836,0,2017,"Corey Brewer"
"5322",0.0682267436294172,0,2017,"P.J. Tucker"
"4413",0.0677816610876941,0,2017,"Miles Plumlee"
"4392",0.0677484126996151,0,2017,"Miles Plumlee"
"4022",0.0669182183427204,0,2017,"Lucas Nogueira"
"2422",0.0667158763883919,0,2017,"Darrun Hilliard"
"1682",0.0665939515537025,0,2017,"Bryn Forbes"
"4592",0.0664592528310209,0,2017,"Malachi Richardson"
"5831",0.066011694812763,0,2017,"Christian Wood"
"5791",0.0654485406329802,0,2017,"Troy Williams"
"992",0.0646952525716571,0,2017,"Rakeem Christmas"
"3522",0.0641422655088417,0,2017,"Chris McCullough"
"1252",0.0640148735695372,0,2017,"Ed Davis"
"1742",0.0634975429348418,0,2017,"Langston Galloway"
"3902",0.0633904360648177,0,2017,"Maurice Ndour"
"2292",0.0623344913130805,0,2017,"Juan Hernangomez"
"4612",0.062111062936969,0,2017,"DeAndre' Bembry"
"722",0.061929236737664,0,2017,"Anthony Brown"
"4213",0.0612837279532536,0,2017,"Georgios Papagiannis"
"862",0.0609890439841186,0,2017,"Isaiah Canaan"
"5931",0.0598165367389694,0,2017,"Stephen Zimmerman"
"3302",0.0596036881001184,0,2017,"Kevon Looney"
"5522",0.0589659900760768,0,2017,"Taurean Waller-Prince"
"4602",0.0587575176641886,0,2017,"Austin Rivers"
"3582",0.057964675891741,0,2017,"Doug McDermott"
"672",0.0577014325922309,0,2017,"Corey Brewer"
"3542",0.0575239406669358,0,2017,"K.J. McDaniels"
"3862",0.0559248498797404,0,2017,"Jamal Murray"
"1292",0.0556714165505328,0,2017,"Matthew Dellavedova"
"4582",0.0547331943011505,0,2017,"Josh Richardson"
"4792",0.0544584642195677,0,2017,"Tomas Satoransky"
"942",0.0531630025327698,0,2017,"Omri Casspi"
"4922",0.0528026581874052,0,2017,"Kyle Singler"
"5202",0.0525881151233033,0,2017,"Hollis Thompson"
"4632",0.052076399912554,0,2017,"Glenn Robinson"
"3422",0.0507017729920941,0,2017,"Jarell Martin"
"1192",0.0506242660712511,0,2017,"Dante Cunningham"
"655",0.0502236021882064,0,2017,"Arron Afflalo"
"4082",0.0501604254322517,0,2017,"David Nwaba"
"3232",0.0482247583762973,0,2017,"DeAndre Liggins"
"5313",0.0481433995480555,0,2017,"P.J. Tucker"
"3242",0.0474407438753922,0,2017,"DeAndre Liggins"
"3402",0.0468851199072112,0,2017,"Thon Maker"
"5213",0.0459237080924474,0,2017,"Hollis Thompson"
"4742",0.0456129015454409,0,2017,"Brandon Rush"
"5782",0.0448110559212413,0,2017,"Troy Williams"
"4862",0.0443920284763192,0,2017,"Wayne Selden"
"3442",0.0433032783310014,0,2017,"Luc Mbah"
"5182",0.0430722799012389,0,2017,"Lance Thomas"
"3152",0.0428681254469559,0,2017,"Jake Layman"
"1922",0.041090472112104,0,2017,"Archie Goodwin"
"5772",0.0407116552193725,0,2017,"Troy Williams"
"1502",0.0403476588868382,0,2017,"James Ennis"
"4182",0.0401764620393567,0,2017,"Chinanu Onuaku"
"4842",0.039548792576794,0,2017,"Wayne Selden"
"1972",0.0390122748282624,0,2017,"Treveon Graham"
"2813",0.0389738914135614,0,2017,"Ron Baker"
"5192",0.0381349331774738,0,2017,"Hollis Thompson"
"1813",0.0355795017716905,0,2017,"Michael Gbinije"
"4913",0.035482437162475,0,2017,"Ben Bentil"
"3613",0.0353261570926953,0,2017,"Ben McLemore"
"4852",0.0344289647684937,0,2017,"Wayne Selden"
"5402",0.0342897164316378,0,2017,"Denzel Valentine"
"5442",0.0334865297582817,0,2017,"Rashad Vaughn"
"2313",0.0333764454212747,0,2017,"Mario Hezonja"
"5602",0.0330796784208239,0,2017,"Okaro White"
"1242",0.0314795528436293,0,2017,"Deyonta Davis"
"2872",0.0305475177648604,0,2017,"Damian Jones"
"2213",0.0302926304545879,0,2017,"Andrew Harrison"
"2713",0.0302816892628178,0,2017,"Luke Babbitt"
"4902",0.0298313077741549,0,2017,"Pascal Siakam"
"5871",0.0288169819901276,0,2017,"James Young"
"1002",0.0286146185175875,0,2017,"Semaj Christon"
"2172",0.0281000421915342,0,2017,"Joe Harris"
"2122",0.0278100839865298,0,2017,"Maurice Harkless"
"752",0.0275130360785922,0,2017,"Jaylen Brown"
"5002",0.0274808131060851,0,2017,"Nik Stauskas"
"3602",0.0253705043461112,0,2017,"Rodney McGruder"
"1103",0.0250580273153503,0,2017,"Alex Abrines"
"1572",0.0247626789574326,0,2017,"Dante Exum"
"5941",0.0239389246471313,0,2017,"Paul Zipser"
"3202",0.0237068627074406,0,2017,"Meyers Leonard"
"5452",0.0234715873491843,0,2017,"Noah Vonleh"
"2002",0.0230370989017099,0,2017,"Jerami Grant"
"1982",0.0229601936673717,0,2017,"Jerami Grant"
"3462",0.022640058543129,0,2017,"Patrick McCaw"
"4422",0.022611291946512,0,2017,"Jakob Poeltl"
"4892",0.0211754993430593,0,2017,"Iman Shumpert"
"1152",0.0197687492812829,0,2017,"Allen Crabbe"
"5292",0.0183674792940916,0,2017,"Axel Toupane"
"4613",0.0181194701905684,0,2017,"Andre Roberson"
"3362",0.0177497895770119,0,2017,"Timothe Luwawu-Cabarrot"
"1772",0.0169644543751397,0,2017,"Patricio Garino"
"5272",0.016171113609874,0,2017,"Axel Toupane"
"1432",0.0149354486646447,0,2017,"Kris Dunn"
"5252",0.0149086633235926,0,2017,"Mike Tobey"
"2822",0.0147746415541377,0,2017,"Stanley Johnson"
"4972",0.0147718658250313,0,2017,"Tony Snell"
"982",0.0144121911650994,0,2017,"Marquese Chriss"
"5613",0.0137399346122586,0,2017,"Isaiah Whitehead"
"2882",0.0136281478095269,0,2017,"Derrick Jones"
"4713",0.0128826140751095,0,2017,"Dragan Bender"
"2542",0.0120405673927565,0,2017,"R.J. Hunter"
"5122",0.0119491372541923,0,2017,"Isaiah Taylor"
"2413",0.0118081150398627,0,2017,"Solomon Hill"
"1672",0.011377690375707,0,2017,"Dorian Finney-Smith"
"2642",0.0100409852330992,0,2017,"Brandon Ingram"
"4192",0.00826651245364307,0,2017,"Kelly Oubre"
"5282",0.00791548509543574,0,2017,"Axel Toupane"
"4762",0.00669673061856584,0,2017,"Domantas Sabonis"
"6111",0.00527314385038908,0,2017,"Andrew Bogut"
