"","probs","quinteto","Year","Player"
"274",0.0658487578694808,0,2015,"Rodney Hood"
"450",0.0654040420827601,0,2015,"Adreian Payne"
"397",0.065302407820986,0,2015,"Quincy Miller"
"619",0.0649319870605148,0,2015,"Andrew Wiggins"
"244",0.0648640391878902,0,2015,"Jordan Hamilton"
"76",0.0633201970278842,0,2015,"Jabari Brown"
"204",0.0631140272401528,0,2015,"Langston Galloway"
"587",0.0627822181521542,0,2015,"Anthony Tolliver"
"233",0.0625801832779108,0,2015,"JaMychal Green"
"399",0.0624339516740078,0,2015,"Elijah Millsap"
"591",0.0623819686270012,0,2015,"Ronny Turiaf"
"5",0.0618933003354769,0,2015,"Arron Afflalo"
"39",0.0618872465153119,0,2015,"Matt Barnes"
"528",0.0617785553200644,0,2015,"Iman Shumpert"
"257",0.0611482190016715,0,2015,"Spencer Hawes"
"513",0.061081687193023,0,2015,"Brandon Rush"
"603",0.0607267645792524,0,2015,"Dion Waiters"
"20",0.0606309222781979,0,2015,"Kyle Anderson"
"177",0.0593233201377405,0,2015,"Cleanthony Early"
"131",0.0587087892082977,0,2015,"Jae Crowder"
"139",0.0584457946020241,0,2015,"Troy Daniels"
"19",0.0583982923430089,0,2015,"Alan Anderson"
"164",0.058306955069618,0,2015,"Chris Douglas-Roberts"
"404",0.0579732038909858,0,2015,"E'Twaun Moore"
"576",0.0573610548118866,0,2015,"Lance Thomas"
"57",0.0566839610513604,0,2015,"Tarik Black"
"304",0.0558252110546353,0,2015,"Chris Johnson"
"180",0.0557123682789344,0,2015,"James Ennis"
"633",0.0556947250174134,0,2015,"Shawne Williams"
"155",0.0556149380701348,0,2015,"Dewayne Dedmon"
"79",0.054984473022607,0,2015,"Shannon Brown"
"494",0.0548224429923532,0,2015,"Austin Rivers"
"48",0.0547428774583813,0,2015,"Kent Bazemore"
"493",0.0545572844263928,0,2015,"Austin Rivers"
"419",0.0542580357036775,0,2015,"Shabazz Napier"
"53",0.053352660635925,0,2015,"Anthony Bennett"
"613",0.0533288473800659,0,2015,"Travis Wear"
"112",0.0531837656725126,0,2015,"Ian Clark"
"606",0.0528214470602992,0,2015,"Henry Walker"
"442",0.0515017579384614,0,2015,"Kostas Papanikolaou"
"3",0.050355992923019,0,2015,"Steven Adams"
"270",0.0503020553875405,0,2015,"Kirk Hinrich"
"243",0.0498453988397346,0,2015,"P.J. Hairston"
"58",0.0497747095543485,0,2015,"Tarik Black"
"362",0.0490869025383803,0,2015,"Devyn Marble"
"612",0.048957170644913,0,2015,"David Wear"
"194",0.0488177458096661,0,2015,"Evan Fournier"
"113",0.0483003865678535,0,2015,"Ian Clark"
"526",0.0481125884334283,0,2015,"Iman Shumpert"
"454",0.0480468716038245,0,2015,"Kendrick Perkins"
"489",0.0478837599782255,0,2015,"Glen Rice"
"92",0.0477151219330552,0,2015,"Bruno Caboclo"
"376",0.0475208911394292,0,2015,"K.J. McDaniels"
"375",0.0467883020308115,0,2015,"K.J. McDaniels"
"632",0.0464141483094212,0,2015,"Shawne Williams"
"636",0.0451824012804962,0,2015,"Nate Wolters"
"610",0.0450987898953824,0,2015,"T.J. Warren"
"499",0.0450473088665763,0,2015,"Glenn Robinson"
"577",0.0446931084987388,0,2015,"Lance Thomas"
"463",0.0443057541999098,0,2015,"Quincy Pondexter"
"1",0.0441360764639246,0,2015,"Quincy Acy"
"328",0.043891258123785,0,2015,"Alex Kirk"
"303",0.0436510815333907,0,2015,"Chris Johnson"
"378",0.0432130080331976,0,2015,"Doug McDermott"
"514",0.0428970061269924,0,2015,"Robert Sacre"
"283",0.0420201765699843,0,2015,"Joe Ingles"
"78",0.0419115504412856,0,2015,"Markel Brown"
"70",0.0418558184235113,0,2015,"Avery Bradley"
"465",0.0410559663029025,0,2015,"Otto Porter"
"64",0.0406168442799211,0,2015,"Bojan Bogdanovic"
"637",0.040608448582366,0,2015,"Nate Wolters"
"306",0.0394814345085136,0,2015,"Chris Johnson"
"246",0.0393906588002316,0,2015,"Justin Hamilton"
"464",0.0377357122905963,0,2015,"Quincy Pondexter"
"269",0.0374101395325319,0,2015,"Solomon Hill"
"497",0.0371319006468433,0,2015,"Glenn Robinson"
"323",0.0368713492518458,0,2015,"Sergey Karasev"
"309",0.0367065238861052,0,2015,"Nick Johnson"
"83",0.0366015431158349,0,2015,"Reggie Bullock"
"9",0.0365537280091313,0,2015,"Furkan Aldemir"
"33",0.0359960736291622,0,2015,"Luke Babbitt"
"539",0.0334170977120625,0,2015,"Greg Smith"
"151",0.0331148597066472,0,2015,"Andre Dawkins"
"436",0.0323425426007959,0,2015,"Johnny O'Bryant"
"311",0.032225238809576,0,2015,"Wesley Johnson"
"498",0.0319316935116427,0,2015,"Glenn Robinson"
"451",0.0315976917458034,0,2015,"Adreian Payne"
"512",0.0315827904403732,0,2015,"Damjan Rudez"
"535",0.030836603162597,0,2015,"Kyle Singler"
"347",0.0307188859985034,0,2015,"Alex Len"
"492",0.0304823625849933,0,2015,"Austin Rivers"
"449",0.0299779630401888,0,2015,"Adreian Payne"
"553",0.0294579291901307,0,2015,"Tony Snell"
"202",0.0294009374004578,0,2015,"Channing Frye"
"339",0.0289616947377319,0,2015,"Zach LaVine"
"221",0.0286954036330849,0,2015,"Aaron Gordon"
"82",0.0285697217683819,0,2015,"Reggie Bullock"
"314",0.0280669241082918,0,2015,"Perry Jones"
"645",0.0278210036928282,0,2015,"James Young"
"536",0.0276781133536537,0,2015,"Kyle Singler"
"278",0.0275478105461115,0,2015,"Robbie Hummel"
"516",0.0264597751311764,0,2015,"JaKarr Sampson"
"262",0.0260300742435009,0,2015,"Xavier Henry"
"575",0.0259925178239115,0,2015,"Lance Thomas"
"581",0.0251108449019784,0,2015,"Jason Thompson"
"580",0.0248299819862869,0,2015,"Hollis Thompson"
"538",0.0246787557418892,0,2015,"Marcus Smart"
"84",0.023763724189338,0,2015,"Reggie Bullock"
"227",0.0230397003756113,0,2015,"Jerami Grant"
"34",0.0229458852570312,0,2015,"Cameron Bairstow"
"510",0.0228896133440093,0,2015,"Terrence Ross"
"95",0.0228412953931944,0,2015,"Kentavious Caldwell-Pope"
"133",0.0224990906268261,0,2015,"Dante Cunningham"
"462",0.0217097123823299,0,2015,"Quincy Pondexter"
"128",0.0193545594883576,0,2015,"Allen Crabbe"
"346",0.0185736907934639,0,2015,"Malcolm Lee"
"156",0.0184887079965681,0,2015,"Matthew Dellavedova"
"324",0.0181206608994618,0,2015,"Ryan Kelly"
"254",0.0180678174158284,0,2015,"Joe Harris"
"251",0.0180438450728627,0,2015,"Maurice Harkless"
"337",0.0148413199760835,0,2015,"Shane Larkin"
"534",0.0134311420330434,0,2015,"Kyle Singler"
"393",0.0127833584670711,0,2015,"Darius Miller"
"495",0.0126800532131713,0,2015,"Andre Roberson"
"358",0.011961565190865,0,2015,"Kalin Lucas"
"556",0.0103234229635499,0,2015,"Nik Stauskas"
"253",0.0101108872666336,0,2015,"Gary Harris"
"483",0.00839402478486904,0,2015,"Julius Randle"
"383",0.00470463454002859,0,2015,"Ben McLemore"
"187",0.00313636399665184,0,2015,"Dante Exum"
"5541",98.6107282307991,1,2016,"Russell Westbrook"
"2651",97.8548297537298,1,2016,"LeBron James"
"1171",97.7667418694547,1,2016,"Stephen Curry"
"2061",93.7970113181282,1,2016,"James Harden"
"1381",93.5183491812717,0,2016,"Kevin Durant"
"4221",88.1552710321916,1,2016,"Chris Paul"
"1731",66.0707517196429,1,2016,"Pau Gasol"
"5411",53.7589715895246,0,2016,"Dwyane Wade"
"1071",52.9989987818246,1,2016,"DeMarcus Cousins"
"3231",51.6324080046511,0,2016,"Kawhi Leonard"
"5111",51.5169922483634,0,2016,"Isaiah Thomas"
"3331",46.9048584429918,0,2016,"Kyle Lowry"
"3261",45.404440040583,0,2016,"Damian Lillard"
"5441",43.4808149601252,0,2016,"John Wall"
"3761",42.9221882244748,0,2016,"Paul Millsap"
"1271",41.0463971265692,0,2016,"DeMar DeRozan"
"5431",39.7534252038437,0,2016,"Kemba Walker"
"710",38.5556564245877,1,2016,"LaMarcus Aldridge"
"1761",31.507700369687,0,2016,"Paul George"
"2310",29.693965647037,0,2016,"Carmelo Anthony"
"5551",27.4267906038246,0,2016,"Hassan Whiteside"
"2931",25.2535342432701,1,2016,"DeAndre Jordan"
"781",22.5674186920497,0,2016,"Jimmy Butler"
"1191",22.3415161414496,1,2016,"Anthony Davis"
"1891",17.0032802570589,0,2016,"Draymond Green"
"1331",16.8703904892602,0,2016,"Andre Drummond"
"4061",16.0732455132523,0,2016,"Dirk Nowitzki"
"5491",14.2939226069113,0,2016,"Briante Weber"
"2641",13.202663890063,0,2016,"Reggie Jackson"
"3321",12.9078275146241,0,2016,"Kevin Love"
"1361",12.8670527000234,1,2016,"Tim Duncan"
"6210",11.5704917830328,0,2016,"Chris Bosh"
"2461",11.5337974167933,0,2016,"Al Horford"
"1981",10.9879798718715,1,2016,"Blake Griffin"
"5071",9.74658144499957,0,2016,"Jeff Teague"
"1781",9.41566796251315,0,2016,"Manu Ginobili"
"2201",8.13712347313689,0,2016,"Gordon Hayward"
"3791",7.49034340541639,0,2016,"Greg Monroe"
"701",7.44140398549653,0,2016,"Kobe Bryant"
"4181",6.93652525069751,0,2016,"Tony Parker"
"3301",6.79291885210087,0,2016,"Brook Lopez"
"4441",6.1611265116242,0,2016,"Zach Randolph"
"4561",5.63358171598718,0,2016,"Rajon Rondo"
"1011",5.38727177959325,0,2016,"Mike Conley"
"2471",5.1009912858675,0,2016,"Dwight Howard"
"1691",4.70510938553928,0,2016,"Danilo Gallinari"
"2361",4.62061015459861,0,2016,"Jrue Holiday"
"1531",4.56093542500974,0,2016,"Derrick Favors"
"1721",4.26796244455079,1,2016,"Marc Gasol"
"5391",4.26345063073038,0,2016,"Nikola Vucevic"
"1841",4.1056613612318,0,2016,"Marcin Gortat"
"2621",4.10479403953684,1,2016,"Kyrie Irving"
"5610",3.86977791566615,0,2016,"Eric Bledsoe"
"4210",3.59226529582195,0,2016,"Nicolas Batum"
"5531",3.36436102798193,0,2016,"David West"
"2971",3.31626737392049,0,2016,"Enes Kanter"
"5241",3.18036934556038,0,2016,"Karl-Anthony Towns"
"3401",3.16961654401422,0,2016,"Boban Marjanovic"
"3191",2.98650686014305,0,2016,"David Lee"
"3211",2.91023007393851,0,2016,"David Lee"
"2661",2.69775553219122,0,2016,"Al Jefferson"
"5171",2.69057311056786,1,2016,"Klay Thompson"
"3721",2.44095047014329,0,2016,"Andre Miller"
"1101",2.37079566258053,0,2016,"Jamal Crawford"
"3091",2.3087633185402,0,2016,"Carl Landry"
"2521",2.30385084297749,0,2016,"Kris Humphries"
"2631",2.29765828334907,0,2016,"Jarrett Jack"
"1491",2.1873793182001,0,2016,"Tyreke Evans"
"4731",2.1723890943038,0,2016,"Ramon Sessions"
"3201",2.1510631078697,0,2016,"David Lee"
"5631",2.09930832544279,0,2016,"Lou Williams"
"5291",2.0918892769009,0,2016,"Beno Udrih"
"4811",2.0901455512343,0,2016,"Ish Smith"
"3361",2.04120411044896,0,2016,"Shelvin Mack"
"3701",2.02709125111197,0,2016,"Andre Miller"
"4601",2.02073853057242,0,2016,"Ricky Rubio"
"3711",1.96871943815817,0,2016,"Andre Miller"
"4681",1.92943598801368,0,2016,"Dennis Schroder"
"4831",1.92035928622308,0,2016,"Ish Smith"
"3610",1.91515234581949,0,2016,"J.J. Barea"
"4151",1.89997937067946,0,2016,"Zaza Pachulia"
"5311",1.88739840649317,0,2016,"Jonas Valanciunas"
"4911",1.8624929613256,0,2016,"Marreese Speights"
"1410",1.85960105274078,0,2016,"Chris Andersen"
"4821",1.77860832988437,0,2016,"Ish Smith"
"4710",1.74634253607135,0,2016,"Michael Beasley"
"1621",1.72254804235025,0,2016,"Tim Frazier"
"1511",1.71570125448235,0,2016,"Kenneth Faried"
"5641",1.68628219114429,0,2016,"Marvin Williams"
"2281",1.59737905849808,0,2016,"Nene Hilario"
"3531",1.56218743235702,0,2016,"C.J. McCollum"
"5601",1.56202165929384,0,2016,"Deron Williams"
"1651",1.54758740714641,0,2016,"Jimmer Fredette"
"3110",1.53036829623422,0,2016,"D.J. Augustin"
"4571",1.47253915786844,0,2016,"Derrick Rose"
"6410",1.46649791875785,0,2016,"Elton Brand"
"2110",1.45098029796085,0,2016,"Giannis Antetokounmpo"
"921",1.42032408683299,0,2016,"Mario Chalmers"
"1711",1.33282167074771,0,2016,"Kevin Garnett"
"1421",1.30437529847535,0,2016,"Monta Ellis"
"1321",1.27579554182464,0,2016,"Goran Dragic"
"1281",1.24906728900777,0,2016,"Boris Diaw"
"5051",1.23678123547508,0,2016,"Jared Sullinger"
"2100",1.19245535516997,0,2016,"Jordan Adams"
"901",1.18652331742112,0,2016,"Mario Chalmers"
"2010",1.18506800548615,0,2016,"Ryan Anderson"
"5651",1.14019696328472,0,2016,"Mo Williams"
"4451",1.11331661454397,0,2016,"J.J. Redick"
"4010",1.11081065750669,0,2016,"Will Barton"
"1991",1.10939037116613,0,2016,"Jorge Gutierrez"
"4001",1.10503895812819,0,2016,"Joakim Noah"
"1261",1.10431199003366,0,2016,"Luol Deng"
"5611",1.09683342909943,0,2016,"Derrick Williams"
"2271",1.08257037861345,0,2016,"J.J. Hickson"
"1791",1.08177445474067,0,2016,"Rudy Gobert"
"4871",1.07584273423339,0,2016,"Josh Smith"
"5591",1.07233468255508,0,2016,"Alan Williams"
"5261",1.04128163327413,0,2016,"Evan Turner"
"4381",1.03057166728743,0,2016,"Phil Pressey"
"5031",1.00444005474625,0,2016,"Amar'e Stoudemire"
"2951",0.995619174691656,0,2016,"Chris Kaman"
"861",0.966782587298914,0,2016,"Vince Carter"
"2811",0.937955475050169,0,2016,"Joe Johnson"
"652",0.916264012038312,0,2016,"Cole Aldrich"
"2881",0.893452405890749,0,2016,"Nikola Jokic"
"4410",0.87943016803525,0,2016,"Aron Baynes"
"4041",0.849872422909749,0,2016,"Steve Novak"
"3781",0.842423317337743,0,2016,"Nazr Mohammed"
"2251",0.838523099017283,0,2016,"J.J. Hickson"
"2301",0.835496978026039,0,2016,"Jordan Hill"
"4121",0.834308495533673,0,2016,"Victor Oladipo"
"4961",0.812118791740698,0,2016,"Lance Stephenson"
"3311",0.783363329402552,0,2016,"Robin Lopez"
"3151",0.780393999171862,0,2016,"Ty Lawson"
"961",0.779630226872056,0,2016,"Coty Clarke"
"5211",0.776670851851141,0,2016,"Marcus Thornton"
"2741",0.774708466775552,0,2016,"Brandon Jennings"
"4301",0.772255729407383,0,2016,"Mason Plumlee"
"791",0.759187331914775,0,2016,"Rasual Butler"
"3351",0.751996812283414,0,2016,"Shelvin Mack"
"3271",0.749627966518917,0,2016,"Jeremy Lin"
"3741",0.747344859857854,0,2016,"Patty Mills"
"5571",0.709395333517446,0,2016,"Andrew Wiggins"
"4191",0.698756384459593,0,2016,"Chandler Parsons"
"5041",0.695817531135075,0,2016,"Rodney Stuckey"
"5081",0.695708744998854,0,2016,"Mirza Teletovic"
"5761",0.690816310706479,0,2016,"Thaddeus Young"
"3381",0.690784585950503,0,2016,"Ian Mahinmi"
"1741",0.690709763021898,0,2016,"Rudy Gay"
"1310",0.686583624619586,0,2016,"Chris Andersen"
"2171",0.678859666391722,0,2016,"Udonis Haslem"
"1681",0.67057650338603,0,2016,"Channing Frye"
"2721",0.670047137888067,0,2016,"Brandon Jennings"
"3051",0.661717432171212,0,2016,"Brandon Knight"
"5510",0.661312287182741,0,2016,"Steve Blake"
"5371",0.644892025193837,0,2016,"Charlie Villanueva"
"2210",0.640154909943588,0,2016,"Thanasis Antetokounmpo"
"2261",0.634541693869182,0,2016,"J.J. Hickson"
"931",0.631370221488419,0,2016,"Tyson Chandler"
"5331",0.622383466582987,0,2016,"Anderson Varejao"
"4101",0.620045793113688,0,2016,"Kyle O'Quinn"
"4511",0.616148036073574,0,2016,"Brian Roberts"
"991",0.610915080366933,0,2016,"Darren Collison"
"2131",0.607098251050769,0,2016,"Tobias Harris"
"1510",0.605309051755978,0,2016,"Chris Andersen"
"3591",0.605133892826976,0,2016,"JaVale McGee"
"3681",0.596679525057477,0,2016,"Khris Middleton"
"5341",0.577641688152824,0,2016,"Anderson Varejao"
"3631",0.571434689383691,0,2016,"Jordan McRae"
"5711",0.570038274986329,0,2016,"Delon Wright"
"2531",0.570029560411034,0,2016,"Kris Humphries"
"4341",0.570009974407743,0,2016,"Kristaps Porzingis"
"3371",0.569236283939002,0,2016,"Shelvin Mack"
"1501",0.565489658944872,0,2016,"Festus Ezeli"
"2351",0.562046268026651,0,2016,"Kirk Hinrich"
"4501",0.557870050660325,0,2016,"Brian Roberts"
"681",0.557711664782746,0,2016,"Lorenzo Brown"
"4781",0.557329966047997,0,2016,"Donald Sloan"
"2191",0.545398739609141,0,2016,"Chuck Hayes"
"5721",0.543312560648028,0,2016,"Tony Wroten"
"5810",0.53824965169769,0,2016,"Andrew Bogut"
"4691",0.534393635491703,0,2016,"Luis Scola"
"4521",0.528862671698575,0,2016,"Brian Roberts"
"4891",0.524282771883833,0,2016,"Russ Smith"
"4411",0.520342217993711,0,2016,"Pablo Prigioni"
"3441",0.519051251351643,0,2016,"Kevin Martin"
"1601",0.516279538240396,0,2016,"Tim Frazier"
"5321",0.515015857279413,0,2016,"Anderson Varejao"
"5191",0.509156429898785,0,2016,"Marcus Thornton"
"5281",0.504342274014449,0,2016,"Beno Udrih"
"2151",0.503339641140997,0,2016,"Tobias Harris"
"1801",0.502470708788246,0,2016,"Drew Gooden"
"2731",0.501934594458879,0,2016,"Brandon Jennings"
"4371",0.495397576318113,0,2016,"Phil Pressey"
"761",0.490573189533338,0,2016,"Alec Burks"
"1201",0.486640244864822,0,2016,"Ed Davis"
"5151",0.486467759952373,0,2016,"Jason Thompson"
"2501",0.48595333709068,0,2016,"Kris Humphries"
"2910",0.485208221734465,0,2016,"D.J. Augustin"
"5910",0.482182420415746,0,2016,"Matt Bonner"
"4861",0.476024094266292,0,2016,"Josh Smith"
"3431",0.474072506075514,0,2016,"Kevin Martin"
"771",0.471755262541979,0,2016,"Caron Butler"
"661",0.47164229772611,0,2016,"Aaron Brooks"
"1771",0.468456149612431,0,2016,"Taj Gibson"
"5301",0.463741251402104,0,2016,"Beno Udrih"
"5201",0.455581384468224,0,2016,"Marcus Thornton"
"3251",0.455480665485879,0,2016,"Jon Leuer"
"1111",0.455438361185443,0,2016,"Jae Crowder"
"4991",0.454813265008462,0,2016,"Alex Stepheson"
"3651",0.448632545562701,0,2016,"Jodie Meeks"
"911",0.445837888915214,0,2016,"Mario Chalmers"
"1291",0.442677088667653,0,2016,"Gorgui Dieng"
"2891",0.442075945429381,0,2016,"Dahntay Jones"
"4071",0.438366879397658,0,2016,"Jusuf Nurkic"
"1521",0.429673045643549,0,2016,"Jordan Farmar"
"2561",0.424504241277674,0,2016,"Andre Iguodala"
"2481",0.420626397945884,0,2016,"Marcelo Huertas"
"3451",0.419503147816258,0,2016,"Kevin Martin"
"1551",0.41756764919516,0,2016,"Raymond Felton"
"3961",0.407557134029475,0,2016,"Gary Neal"
"2291",0.404750796455171,0,2016,"George Hill"
"5741",0.402729984279913,0,2016,"Joe Young"
"3611",0.400855907309812,0,2016,"Jordan McRae"
"1961",0.400229399324232,0,2016,"Jeff Green"
"1610",0.395984192335172,0,2016,"Alan Anderson"
"5781",0.394544906377729,0,2016,"Tyler Zeller"
"2511",0.386241617084754,0,2016,"Kris Humphries"
"4881",0.384257338721335,0,2016,"Josh Smith"
"3771",0.382935047380278,0,2016,"Nikola Mirotic"
"4110",0.376390418050881,0,2016,"Brandon Bass"
"3281",0.372095008622143,0,2016,"Shaun Livingston"
"2761",0.368223422732988,0,2016,"Amir Johnson"
"2101",0.366803279945103,0,2016,"Devin Harris"
"4610",0.365861656997451,0,2016,"Bradley Beal"
"751",0.363977691235936,0,2016,"Trey Burke"
"3041",0.362047761512123,0,2016,"Sean Kilpatrick"
"4711",0.357186803112751,0,2016,"Thabo Sefolosha"
"4031",0.355267456975829,0,2016,"Steve Novak"
"2901",0.352717818452316,0,2016,"James Jones"
"5351",0.352431384142538,0,2016,"Greivis Vasquez"
"3081",0.350166754616259,0,2016,"Jeremy Lamb"
"4510",0.350052079018536,0,2016,"Kent Bazemore"
"3851",0.349734648986684,0,2016,"Markieff Morris"
"4281",0.342467394703004,0,2016,"Paul Pierce"
"3971",0.341479777403707,0,2016,"Jameer Nelson"
"3661",0.334003567108715,0,2016,"Salah Mejri"
"4131",0.333073604373545,0,2016,"Kelly Olynyk"
"1311",0.323474769015807,0,2016,"Toney Douglas"
"3991",0.322119161956155,0,2016,"Andrew Nicholson"
"5181",0.320274592787623,0,2016,"Tristan Thompson"
"3541",0.315345205745,0,2016,"T.J. McConnell"
"1821",0.314652722272243,0,2016,"Aaron Gordon"
"4721",0.31391606736485,0,2016,"Kevin Seraphin"
"3691",0.312947534516848,0,2016,"C.J. Miles"
"1210",0.312398565807859,0,2016,"Lou Amundson"
"1851",0.310496627187016,0,2016,"Andrew Goudelock"
"3861",0.310190934816559,0,2016,"Markieff Morris"
"5691",0.309465075420045,0,2016,"Metta World"
"2221",0.308290906294435,0,2016,"John Henson"
"4921",0.308066600245543,0,2016,"Tiago Splitter"
"2141",0.305221876933556,0,2016,"Tobias Harris"
"4251",0.303865502820997,0,2016,"Elfrid Payton"
"1951",0.303730140060501,0,2016,"Jeff Green"
"871",0.301384853635925,0,2016,"Michael Carter-Williams"
"2211",0.301325621359419,0,2016,"Gerald Henderson"
"3510",0.300549457091006,0,2016,"Leandro Barbosa"
"2031",0.30031393760893,0,2016,"Jordan Hamilton"
"2181",0.299589634731501,0,2016,"Spencer Hawes"
"2581",0.299529858006334,0,2016,"Ersan Ilyasova"
"4971",0.299285796876316,0,2016,"Alex Stepheson"
"2591",0.297982089608262,0,2016,"Ersan Ilyasova"
"1971",0.292571194454559,0,2016,"Jeff Green"
"2571",0.291119370898542,0,2016,"Ersan Ilyasova"
"2791",0.289253277016159,0,2016,"Joe Johnson"
"5141",0.288820422754707,0,2016,"Jason Thompson"
"4111",0.282082703993839,0,2016,"Jahlil Okafor"
"811",0.280459961488194,0,2016,"Jose Calderon"
"2801",0.276691163434023,0,2016,"Joe Johnson"
"4351",0.276434587696006,0,2016,"Dwight Powell"
"4851",0.275419974336144,0,2016,"Jason Smith"
"3710",0.273702683174783,0,2016,"Andrea Bargnani"
"3021",0.273555015921286,0,2016,"Sean Kilpatrick"
"4551",0.272031403374714,0,2016,"Thomas Robinson"
"3831",0.271047345838497,0,2016,"Marcus Morris"
"5101",0.267920993404025,0,2016,"Jason Terry"
"4461",0.265938096366569,0,2016,"Willie Reed"
"5401",0.263122590118997,0,2016,"Sasha Vujacic"
"5701",0.261234427069874,0,2016,"Brandan Wright"
"6110",0.259988464232886,0,2016,"Trevor Booker"
"4701",0.259478127430538,0,2016,"Mike Scott"
"1661",0.256211353971964,0,2016,"Channing Frye"
"3910",0.254173202986216,0,2016,"Matt Barnes"
"5161",0.25398014002781,0,2016,"Jason Thompson"
"4261",0.248074640726864,0,2016,"Nikola Pekovic"
"5671",0.245950312972023,0,2016,"Jeff Withey"
"1451",0.24590356043699,0,2016,"James Ennis"
"4311",0.239870872446445,0,2016,"Miles Plumlee"
"3621",0.23976933075233,0,2016,"Jordan McRae"
"3410",0.239388527392639,0,2016,"Cameron Bairstow"
"3751",0.235703048449042,0,2016,"Elijah Millsap"
"1671",0.234660919790252,0,2016,"Channing Frye"
"2991",0.233313410178007,0,2016,"Sasha Kaun"
"3911",0.230577847430284,0,2016,"Shabazz Muhammad"
"3891",0.229973936941328,0,2016,"Timofey Mozgov"
"1371",0.22938266035867,0,2016,"Mike Dunleavy"
"1010",0.228186829873281,0,2016,"Tony Allen"
"5021",0.226192525811248,0,2016,"Jarnell Stokes"
"1541",0.222194037492897,0,2016,"Cristiano Felicio"
"3641",0.21959200539017,0,2016,"Josh McRoberts"
"2671",0.218992443012898,0,2016,"Cory Jefferson"
"1221",0.217586212287393,0,2016,"Dewayne Dedmon"
"5100",0.216578814514342,0,2016,"Alexis Ajinca"
"4391",0.216481137910895,0,2016,"Phil Pressey"
"2041",0.212750596967792,0,2016,"Tyler Hansbrough"
"981",0.211630015559518,0,2016,"Norris Cole"
"851",0.210419493153588,0,2016,"DeMarre Carroll"
"5771",0.208559948646684,0,2016,"Cody Zeller"
"2551",0.208465960669183,0,2016,"Serge Ibaka"
"3111",0.207742599779556,0,2016,"Joffrey Lauvergne"
"4011",0.206921976938597,0,2016,"Nerlens Noel"
"2331",0.204062889972544,0,2016,"Kirk Hinrich"
"1431",0.203423541697788,0,2016,"James Ennis"
"3841",0.202878035156975,0,2016,"Markieff Morris"
"2341",0.2007121122994,0,2016,"Kirk Hinrich"
"2451",0.200689243461063,0,2016,"Rodney Hood"
"3731",0.198098660682873,0,2016,"Mike Miller"
"841",0.197745688679683,0,2016,"Clint Capela"
"1461",0.197675410697943,0,2016,"James Ennis"
"2121",0.193848511320546,0,2016,"Joe Harris"
"4941",0.185780503012095,0,2016,"Lance Stephenson"
"3951",0.185298496598379,0,2016,"Shabazz Napier"
"4761",0.184579053468886,0,2016,"Henry Sims"
"881",0.182987945470044,0,2016,"Omri Casspi"
"1031",0.18274525584963,0,2016,"Chris Copeland"
"1910",0.174625198432305,0,2016,"Kyle Anderson"
"5461",0.173306978758868,0,2016,"C.J. Watson"
"2410",0.171046986174972,0,2016,"Joel Anthony"
"1881",0.170735727416795,0,2016,"Danny Green"
"3881",0.17061071595013,0,2016,"Donatas Motiejunas"
"3011",0.169374440074092,0,2016,"Michael Kidd-Gilchrist"
"1831",0.169276367929524,0,2016,"Eric Gordon"
"1401",0.168298362393073,0,2016,"Jarell Eddie"
"5561",0.166374530302752,0,2016,"Shayne Whittington"
"721",0.166059270773516,0,2016,"Chase Budinger"
"3181",0.163661296056447,0,2016,"Courtney Lee"
"1301",0.163399567385628,0,2016,"Spencer Dinwiddie"
"3491",0.162072744041551,0,2016,"James Michael"
"4621",0.158844479097079,0,2016,"Brandon Rush"
"2911",0.158505369429622,0,2016,"Terrence Jones"
"2391",0.158347263596903,0,2016,"Justin Holiday"
"2610",0.157597200575276,0,2016,"Trevor Ariza"
"5061",0.155062724393355,0,2016,"Walter Tavares"
"1581",0.15482793695911,0,2016,"Randy Foye"
"5110",0.154566761564804,0,2016,"Bismack Biyombo"
"1161",0.153116930141311,0,2016,"Seth Curry"
"3001",0.151518083759473,0,2016,"Ryan Kelly"
"1591",0.150801141586504,0,2016,"Randy Foye"
"2941",0.149713181316746,0,2016,"Cory Joseph"
"1811",0.149128482852498,0,2016,"Archie Goodwin"
"1631",0.148964645009033,0,2016,"Jimmer Fredette"
"3210",0.147984032797749,0,2016,"Jeff Ayres"
"2711",0.147695068560426,0,2016,"John Jenkins"
"5581",0.14763699374872,0,2016,"C.J. Wilcox"
"3581",0.147138767137387,0,2016,"Mitch McGary"
"2781",0.147043556655679,0,2016,"James Johnson"
"2421",0.145342022549534,0,2016,"Ryan Hollins"
"4241",0.144997570223732,0,2016,"Cameron Payne"
"5001",0.144910386303102,0,2016,"Jarnell Stokes"
"951",0.144023474973325,0,2016,"Ian Clark"
"1001",0.143739324811375,0,2016,"Nick Collison"
"6310",0.143736026015448,0,2016,"Avery Bradley"
"1181",0.141692538671014,0,2016,"Troy Daniels"
"4751",0.140429213030582,0,2016,"Jonathon Simmons"
"3131",0.139963810597276,0,2016,"Ty Lawson"
"3521",0.139811328111357,0,2016,"Ray McCallum"
"3411",0.139768352020412,0,2016,"Kendall Marshall"
"3511",0.13791953639233,0,2016,"Ray McCallum"
"1941",0.137676601705901,0,2016,"JaMychal Green"
"3101",0.135605323849376,0,2016,"Shane Larkin"
