"","isSeasonCurrent","slugSeason","yearSeason","urlSeasonBREF","nameTeam","isPlayoffTeam","winsTeam","lossesTeam","winsPythagTeam","lossesPythagTeam","marginVictoryTeam","ratioFTtoFGATeam","ratioFTtoFGAOpponent","nameArena","attendanceArenaTeam","attendancePerGameTeam","slugTeamBREF","urlBREFTeamData","idTeamNBA","urlThumbnailTeam","ageMeanMisc","ratingStrengthOfScheduleMisc","ratingSimpleSystemMisc","ortgTeamMisc","drtgTeamMisc","nrtgTeamMisc","paceTeamMisc","pctFTRateMisc","pct3PRateMisc","pctTrueShootingeTeamMisc","pctEFGTeamMisc","pctTOVTeamMisc","pctORBTeamMisc","pctEFGTeamOppMisc","pctTOVOpponentMisc","pctDRBOpponentMisc"
"1",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Boston Celtics",TRUE,61,21,60,22,7.79,0.258,0.234,"Boston Garden",596349,14664,"BOS","https://www.basketball-reference.com/teams/BOS/1980.html",1610612738,"https://stats.nba.com/media/img/teams/logos/BOS_logo.svg",27.3,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,0.501,15.4,34.8,0.475,16.5,67.8
"2",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Los Angeles Lakers",TRUE,60,22,55,27,5.9,0.22,0.181,"The Forum",582882,17505,"LAL","https://www.basketball-reference.com/teams/LAL/1980.html",1610612747,"https://stats.nba.com/media/img/teams/logos/LAL_logo.svg",26.2,-0.51,5.4,109.5,103.9,5.6,104.1,0.284,0.014,0.569,0.53,16.5,32.6,0.475,14,66.9
"3",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Seattle SuperSonics",TRUE,56,26,53,29,4.66,0.229,0.221,"King County Domed Stadium",NA,28726,"SEA","https://www.basketball-reference.com/teams/SEA/1980.html",NA,NA,27,-0.42,4.24,105.8,101.2,4.6,101.8,0.298,0.025,0.52,0.474,14.9,36.4,0.463,15.4,67.9
"4",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Philadelphia 76ers",TRUE,59,23,52,30,4.22,0.262,0.217,"The Spectrum",NA,NA,"PHI","https://www.basketball-reference.com/teams/PHI/1980.html",1610612755,"https://stats.nba.com/media/img/teams/logos/PHI_logo.svg",27,-0.18,4.04,105,101,4,103,0.34,0.017,0.544,0.494,17.2,33.5,0.46,15.5,66.7
"5",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Milwaukee Bucks",TRUE,49,33,51,31,3.94,0.212,0.229,"MECCA Arena",NA,NA,"MIL","https://www.basketball-reference.com/teams/MIL/1980.html",1610612749,"https://stats.nba.com/media/img/teams/logos/MIL_logo.svg",25.3,-0.37,3.57,106.8,102.9,3.9,102.4,0.278,0.021,0.532,0.491,15,35.2,0.467,16.2,63.8
"6",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Phoenix Suns",TRUE,55,27,50,32,3.6,0.263,0.213,"Arizona Veterans Memorial Coliseum",NA,NA,"PHO","https://www.basketball-reference.com/teams/PHO/1980.html",1610612756,"https://stats.nba.com/media/img/teams/logos/PHX_logo.svg",26.5,-0.35,3.25,105.6,102.2,3.4,104.8,0.341,0.039,0.548,0.498,16.4,30.4,0.483,16.5,66.9
"7",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Atlanta Hawks",TRUE,50,32,49,33,2.91,0.29,0.291,"Omni Coliseum",NA,NA,"ATL","https://www.basketball-reference.com/teams/ATL/1980.html",1610612737,"https://stats.nba.com/media/img/teams/logos/ATL_logo.svg",26.1,-0.09,2.83,105.2,102.3,2.9,98.9,0.376,0.011,0.523,0.465,15.4,36.9,0.461,17.1,65.6
"8",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Kansas City Kings",TRUE,47,35,49,33,3.13,0.223,0.273,"Kemper Arena",NA,NA,"KCK","https://www.basketball-reference.com/teams/KCK/1980.html",NA,NA,25.5,-0.32,2.82,104,101,3,103.2,0.3,0.015,0.522,0.48,14.5,31,0.479,17.9,68.1
"9",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Cleveland Cavaliers",FALSE,37,45,42,40,0.34,0.212,0.216,"Coliseum at Richfield",NA,15443,"CLE","https://www.basketball-reference.com/teams/CLE/1980.html",1610612739,"https://stats.nba.com/media/img/teams/logos/CLE_logo.svg",27.4,0.09,0.43,106.7,106.4,0.3,105.6,0.274,0.023,0.519,0.476,13.2,33.1,0.505,16.3,65.9
"10",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Houston Rockets",TRUE,41,41,41,41,0.17,0.238,0.23,"The Summit",NA,13656,"HOU","https://www.basketball-reference.com/teams/HOU/1980.html",1610612745,"https://stats.nba.com/media/img/teams/logos/HOU_logo.svg",27.3,0.1,0.27,108.1,108,0.1,101.2,0.31,0.051,0.533,0.487,15.5,37.6,0.499,16.1,63.2
"11",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","San Antonio Spurs",TRUE,41,41,40,42,-0.38,0.262,0.216,"HemisFair Arena",NA,NA,"SAS","https://www.basketball-reference.com/teams/SAS/1980.html",1610612759,"https://stats.nba.com/media/img/teams/logos/SAS_logo.svg",26.9,0.13,-0.24,108.6,109,-0.4,109.5,0.327,0.027,0.553,0.502,15.2,31.8,0.506,14.4,66.8
"12",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Indiana Pacers",FALSE,37,45,39,43,-0.7,0.228,0.23,"Market Square Arena",NA,NA,"IND","https://www.basketball-reference.com/teams/IND/1980.html",1610612754,"https://stats.nba.com/media/img/teams/logos/IND_logo.svg",25.3,0.16,-0.54,105.5,106.2,-0.7,104.4,0.303,0.041,0.523,0.479,14.8,35.4,0.493,17,62.5
"13",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Portland Trail Blazers",TRUE,38,44,39,43,-0.82,0.218,0.245,"Memorial Coliseum",NA,NA,"POR","https://www.basketball-reference.com/teams/POR/1980.html",1610612757,"https://stats.nba.com/media/img/teams/logos/POR_logo.svg",26.3,-0.05,-0.87,103.4,104.3,-0.9,98.6,0.293,0.018,0.519,0.477,16.1,35.5,0.482,15.3,67.9
"14",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","New York Knicks",FALSE,39,43,38,44,-1.15,0.221,0.263,"Madison Square Garden (IV)",NA,19591,"NYK","https://www.basketball-reference.com/teams/NYK/1980.html",1610612752,"https://stats.nba.com/media/img/teams/logos/NYK_logo.svg",24.1,0.19,-0.96,106.5,107.5,-1,106.5,0.296,0.025,0.539,0.498,15.7,33.7,0.498,16.4,64
"15",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","New Jersey Nets",FALSE,34,48,38,44,-1.17,0.251,0.263,"Rutgers Athletic Center",NA,7364,"NJN","https://www.basketball-reference.com/teams/NJN/1980.html",NA,NA,26.1,0.19,-0.98,101.5,102.5,-1,106.1,0.321,0.04,0.518,0.466,16.6,32.1,0.472,16.5,66.4
"16",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Washington Bullets",TRUE,39,43,34,48,-2.55,0.199,0.218,"Capital Centre",NA,9518,"WSB","https://www.basketball-reference.com/teams/WSB/1980.html",NA,NA,29,0.28,-2.27,103.2,105.7,-2.5,102.6,0.263,0.031,0.504,0.463,13.7,33.3,0.469,12.3,69.5
"17",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Chicago Bulls",FALSE,30,52,34,48,-2.71,0.291,0.251,"Chicago Stadium",NA,18508,"CHI","https://www.basketball-reference.com/teams/CHI/1980.html",1610612741,"https://stats.nba.com/media/img/teams/logos/CHI_logo.svg",25.9,0.08,-2.63,104.3,107,-2.7,101.8,0.373,0.04,0.545,0.489,17.2,32.2,0.5,15.7,68
"18",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","San Diego Clippers",FALSE,35,47,30,52,-4.15,0.213,0.215,"San Diego Sports Arena",NA,8503,"SDC","https://www.basketball-reference.com/teams/SDC/1980.html",NA,NA,27.6,0.18,-3.97,105.7,109.8,-4.1,101.4,0.289,0.072,0.522,0.482,14.6,34.2,0.503,14.2,65.4
"19",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Golden State Warriors",FALSE,24,58,29,53,-4.39,0.193,0.273,"Oakland-Alameda County Coliseum Arena",NA,13257,"GSW","https://www.basketball-reference.com/teams/GSW/1980.html",1610612744,"https://stats.nba.com/media/img/teams/logos/GSW_logo.svg",26.3,0.2,-4.2,102,106.3,-4.3,100.5,0.262,0.017,0.52,0.484,15.5,31.1,0.498,15.5,69.8
"20",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Denver Nuggets",FALSE,30,52,30,52,-4.41,0.25,0.224,"McNichols Sports Arena",NA,17298,"DEN","https://www.basketball-reference.com/teams/DEN/1980.html",1610610027,"https://stats.nba.com/media/img/teams/logos/NBA_logo.svg",27.1,0.2,-4.22,103.4,107.6,-4.2,103.9,0.34,0.034,0.517,0.469,15.1,33.6,0.497,14.4,67.8
"21",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Utah Jazz",FALSE,24,58,25,57,-6.01,0.23,0.237,"Salt Palace",NA,12327,"UTA","https://www.basketball-reference.com/teams/UTA/1980.html",1610612762,"https://stats.nba.com/media/img/teams/logos/UTA_logo.svg",26.1,0.31,-5.71,104.2,110.4,-6.2,97.6,0.285,0.027,0.547,0.5,16.7,29.7,0.5,13.5,67.1
"22",FALSE,"1979-80",1980,"https://www.basketball-reference.com/leagues/NBA_1980.html","Detroit Pistons",FALSE,16,66,22,60,-8.24,0.209,0.239,"Pontiac Silverdome",NA,11138,"DET","https://www.basketball-reference.com/teams/DET/1980.html",1610612765,"https://stats.nba.com/media/img/teams/logos/DET_logo.svg",24.7,0.67,-7.57,101.2,108.8,-7.6,107.1,0.283,0.029,0.523,0.483,16.9,32.3,0.499,15.2,64.7
"23",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Philadelphia 76ers",TRUE,62,20,60,22,7.85,0.264,0.252,"The Spectrum",469355,NA,"PHI","https://www.basketball-reference.com/teams/PHI/1981.html",1610612755,"https://stats.nba.com/media/img/teams/logos/PHI_logo.svg",27.2,-0.09,7.76,107,99.5,7.5,103.4,0.343,0.012,0.562,0.515,17.3,32.3,0.454,16.3,67.1
"24",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Milwaukee Bucks",TRUE,60,22,59,23,7.27,0.241,0.28,"MECCA Arena",448366,NA,"MIL","https://www.basketball-reference.com/teams/MIL/1981.html",1610612749,"https://stats.nba.com/media/img/teams/logos/MIL_logo.svg",26.6,-0.13,7.14,108.7,101.8,6.9,103.6,0.313,0.018,0.546,0.5,15.7,36.3,0.461,16.6,65.6
"25",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Boston Celtics",TRUE,62,20,56,26,5.88,0.251,0.24,"Boston Garden",595454,NA,"BOS","https://www.basketball-reference.com/teams/BOS/1981.html",1610612738,"https://stats.nba.com/media/img/teams/logos/BOS_logo.svg",27,0.17,6.05,108.4,102.6,5.8,100.8,0.334,0.034,0.553,0.509,16.2,34.7,0.464,15.1,67
"26",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Phoenix Suns",TRUE,57,25,55,27,5.51,0.247,0.244,"Arizona Veterans Memorial Coliseum",482693,NA,"PHO","https://www.basketball-reference.com/teams/PHO/1981.html",1610612756,"https://stats.nba.com/media/img/teams/logos/PHX_logo.svg",25.7,-0.68,4.83,104.6,99.4,5.2,104.7,0.332,0.022,0.537,0.492,17.1,35.1,0.471,17.5,68.2
"27",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Los Angeles Lakers",TRUE,54,28,51,31,3.84,0.209,0.208,"The Forum",538865,NA,"LAL","https://www.basketball-reference.com/teams/LAL/1981.html",1610612747,"https://stats.nba.com/media/img/teams/logos/LAL_logo.svg",27,-0.57,3.27,107.6,103.9,3.7,102.7,0.286,0.013,0.548,0.513,15.8,33.9,0.468,14.6,64.4
"28",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Chicago Bulls",TRUE,45,37,46,36,1.98,0.288,0.232,"Chicago Stadium",391118,NA,"CHI","https://www.basketball-reference.com/teams/CHI/1981.html",1610612741,"https://stats.nba.com/media/img/teams/logos/CHI_logo.svg",26.5,0.37,2.34,107.8,105.8,2,100.6,0.371,0.026,0.556,0.504,17.2,36.9,0.493,15.5,68.4
"29",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","San Antonio Spurs",TRUE,52,30,48,34,2.88,0.282,0.233,"HemisFair Arena",440553,NA,"SAS","https://www.basketball-reference.com/teams/SAS/1981.html",1610612759,"https://stats.nba.com/media/img/teams/logos/SAS_logo.svg",26.7,-0.7,2.18,108.5,105.7,2.8,102.9,0.367,0.012,0.545,0.492,15.4,37.5,0.475,14.1,68
"30",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","New York Knicks",TRUE,50,32,45,37,1.62,0.246,0.22,"Madison Square Garden (IV)",544641,NA,"NYK","https://www.basketball-reference.com/teams/NYK/1981.html",1610612752,"https://stats.nba.com/media/img/teams/logos/NYK_logo.svg",25.1,0.38,2,106,104.4,1.6,101,0.329,0.033,0.533,0.487,15,31.6,0.504,17.2,65.8
"31",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Indiana Pacers",TRUE,44,38,45,37,1.4,0.251,0.248,"Market Square Arena",415339,NA,"IND","https://www.basketball-reference.com/teams/IND/1981.html",1610612754,"https://stats.nba.com/media/img/teams/logos/IND_logo.svg",26,0.32,1.72,106.4,105,1.4,100.9,0.351,0.023,0.528,0.484,15.1,35.5,0.492,17,64.5
"32",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Portland Trail Blazers",TRUE,45,37,43,39,0.89,0.209,0.246,"Memorial Coliseum",519306,NA,"POR","https://www.basketball-reference.com/teams/POR/1981.html",1610612757,"https://stats.nba.com/media/img/teams/logos/POR_logo.svg",25.7,-0.37,0.52,106.5,105.7,0.8,103,0.291,0.02,0.534,0.498,15.2,33.9,0.49,15.8,65.7
"33",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Washington Bullets",FALSE,39,43,41,41,0.01,0.199,0.212,"Capital Centre",377238,NA,"WSB","https://www.basketball-reference.com/teams/WSB/1981.html",NA,NA,28.6,0.41,0.42,102.7,102.7,0,102.4,0.276,0.032,0.514,0.476,14.4,30.5,0.472,14.3,67.8
"34",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Houston Rockets",TRUE,40,42,42,40,0.33,0.233,0.214,"The Summit",385354,NA,"HOU","https://www.basketball-reference.com/teams/HOU/1981.html",1610612745,"https://stats.nba.com/media/img/teams/logos/HOU_logo.svg",26.8,-0.53,-0.2,107,106.7,0.3,100.5,0.303,0.016,0.534,0.489,14.9,33.9,0.496,14.7,66.6
"35",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Kansas City Kings",TRUE,40,42,41,41,0.01,0.22,0.265,"Kemper Arena",336385,NA,"KCK","https://www.basketball-reference.com/teams/KCK/1981.html",NA,NA,26.2,-0.51,-0.49,104.7,104.7,0,101.3,0.308,0.023,0.54,0.503,15.1,29.2,0.483,15.6,68.3
"36",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Denver Nuggets",FALSE,37,45,40,42,-0.48,0.3,0.232,"McNichols Sports Arena",423287,15252,"DEN","https://www.basketball-reference.com/teams/DEN/1981.html",1610610027,"https://stats.nba.com/media/img/teams/logos/NBA_logo.svg",26.8,-0.47,-0.95,109.4,109.8,-0.4,109.8,0.383,0.018,0.537,0.477,13.4,33.1,0.509,14.6,65.4
"37",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Golden State Warriors",FALSE,39,43,38,44,-1.18,0.251,0.25,"Oakland-Alameda County Coliseum Arena",412969,NA,"GSW","https://www.basketball-reference.com/teams/GSW/1981.html",1610612744,"https://stats.nba.com/media/img/teams/logos/GSW_logo.svg",24.4,-0.23,-1.41,108.5,109.7,-1.2,101,0.345,0.029,0.537,0.493,15.6,38.8,0.507,14.4,67.5
"38",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","San Diego Clippers",FALSE,36,46,37,45,-1.59,0.227,0.262,"San Diego Sports Arena",257597,NA,"SDC","https://www.basketball-reference.com/teams/SDC/1981.html",NA,NA,27.6,-0.2,-1.78,106,107.6,-1.6,100.2,0.308,0.056,0.528,0.486,14.5,33,0.507,16.2,66.3
"39",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Seattle SuperSonics",FALSE,34,48,37,45,-1.65,0.254,0.232,"King County Domed Stadium",675097,NA,"SEA","https://www.basketball-reference.com/teams/SEA/1981.html",NA,NA,26.8,-0.2,-1.84,103.2,104.8,-1.6,100.3,0.333,0.016,0.521,0.47,15.7,33.1,0.468,13.8,66.1
"40",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Atlanta Hawks",FALSE,31,51,33,49,-3.1,0.293,0.295,"Omni Coliseum",362699,NA,"ATL","https://www.basketball-reference.com/teams/ATL/1981.html",1610612737,"https://stats.nba.com/media/img/teams/logos/ATL_logo.svg",26.8,0.73,-2.37,104.3,107.3,-3,99.4,0.377,0.012,0.537,0.48,16.7,34.1,0.498,17.3,64.8
"41",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Cleveland Cavaliers",FALSE,28,54,29,53,-4.85,0.195,0.251,"Coliseum at Richfield",224499,NA,"CLE","https://www.basketball-reference.com/teams/CLE/1981.html",1610612739,"https://stats.nba.com/media/img/teams/logos/CLE_logo.svg",25.7,0.7,-4.15,104.3,109.1,-4.8,100.8,0.251,0.033,0.513,0.472,14.2,33.5,0.507,15.2,66
"42",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","New Jersey Nets",FALSE,24,58,26,56,-6.02,0.243,0.281,"Rutgers Athletic Center",301900,8402,"NJN","https://www.basketball-reference.com/teams/NJN/1981.html",NA,NA,25.2,0.87,-5.15,101,106.7,-5.7,105.2,0.324,0.019,0.525,0.478,16.6,30.4,0.506,16.4,69.2
"43",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Detroit Pistons",FALSE,21,61,24,58,-6.32,0.242,0.242,"Pontiac Silverdome",228348,NA,"DET","https://www.basketball-reference.com/teams/DET/1981.html",1610612765,"https://stats.nba.com/media/img/teams/logos/DET_logo.svg",24.3,0.74,-5.58,98.1,104.3,-6.2,101.2,0.334,0.012,0.51,0.464,18,33.4,0.512,18.6,65.9
"44",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Utah Jazz",FALSE,28,54,26,56,-5.89,0.234,0.268,"Salt Palace",307835,NA,"UTA","https://www.basketball-reference.com/teams/UTA/1981.html",1610612762,"https://stats.nba.com/media/img/teams/logos/UTA_logo.svg",25.3,-0.1,-5.99,103.4,109.4,-6,97.7,0.305,0.024,0.536,0.491,15.5,28.3,0.492,13.8,66.8
"45",FALSE,"1980-81",1981,"https://www.basketball-reference.com/leagues/NBA_1981.html","Dallas Mavericks",FALSE,15,67,20,62,-8.4,0.27,0.245,"Reunion Arena",319347,NA,"DAL","https://www.basketball-reference.com/teams/DAL/1981.html",1610612742,"https://stats.nba.com/media/img/teams/logos/DAL_logo.svg",24.8,0.07,-8.33,102.4,110.8,-8.4,98.6,0.359,0.024,0.519,0.466,15.2,30.7,0.516,15.1,65
"46",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Boston Celtics",TRUE,63,19,57,25,6.38,0.248,0.22,"Boston Garden",612711,NA,"BOS","https://www.basketball-reference.com/teams/BOS/1982.html",1610612738,"https://stats.nba.com/media/img/teams/logos/BOS_logo.svg",27.3,-0.03,6.35,109.8,103.5,6.3,101.5,0.335,0.025,0.545,0.502,14.7,35.8,0.472,14.6,67.6
"47",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Philadelphia 76ers",TRUE,58,24,56,26,5.73,0.265,0.261,"The Spectrum",498901,NA,"PHI","https://www.basketball-reference.com/teams/PHI/1982.html",1610612755,"https://stats.nba.com/media/img/teams/logos/PHI_logo.svg",28.1,0,5.74,109.6,103.9,5.7,100.6,0.354,0.02,0.566,0.521,15.5,30.5,0.48,16.5,65
"48",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Milwaukee Bucks",TRUE,55,27,55,27,5.48,0.25,0.253,"MECCA Arena",443288,NA,"MIL","https://www.basketball-reference.com/teams/MIL/1982.html",1610612749,"https://stats.nba.com/media/img/teams/logos/MIL_logo.svg",27.3,-0.1,5.38,107.7,102.3,5.4,100,0.332,0.023,0.553,0.509,16.5,35.1,0.471,15.9,67.3
"49",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Los Angeles Lakers",TRUE,57,25,53,29,4.87,0.204,0.187,"The Forum",605236,NA,"LAL","https://www.basketball-reference.com/teams/LAL/1982.html",1610612747,"https://stats.nba.com/media/img/teams/logos/LAL_logo.svg",26.8,-0.5,4.37,110.2,105.5,4.7,103.1,0.285,0.012,0.551,0.518,14.7,35.8,0.493,14.8,66.3
"50",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Seattle SuperSonics",TRUE,52,30,52,30,4.13,0.243,0.214,"King County Domed Stadium",721049,NA,"SEA","https://www.basketball-reference.com/teams/SEA/1982.html",NA,NA,26.4,-0.45,3.69,106.4,102.3,4.1,100,0.329,0.021,0.535,0.491,14.1,31.3,0.464,14.4,67.2
"51",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Phoenix Suns",TRUE,46,36,50,32,3.45,0.229,0.233,"Arizona Veterans Memorial Coliseum",486855,NA,"PHO","https://www.basketball-reference.com/teams/PHO/1982.html",1610612756,"https://stats.nba.com/media/img/teams/logos/PHX_logo.svg",26.4,-0.4,3.05,105.8,102.4,3.4,99.5,0.302,0.024,0.538,0.495,15.9,32.2,0.47,14.6,68.5
"52",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","San Antonio Spurs",TRUE,48,34,47,35,2.3,0.238,0.256,"HemisFair Arena",434278,NA,"SAS","https://www.basketball-reference.com/teams/SAS/1982.html",1610612759,"https://stats.nba.com/media/img/teams/logos/SAS_logo.svg",26.1,-0.52,1.79,109.9,107.6,2.3,102.5,0.307,0.033,0.537,0.49,13,34,0.487,13.7,68.8
"53",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Washington Bullets",TRUE,43,39,43,39,0.88,0.227,0.228,"Capital Centre",379891,NA,"WSB","https://www.basketball-reference.com/teams/WSB/1982.html",NA,NA,26,0.19,1.06,103.3,102.5,0.8,99.4,0.294,0.033,0.524,0.478,14.7,29.4,0.468,13.9,69.9
"54",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","New Jersey Nets",TRUE,44,38,43,39,0.68,0.237,0.281,"Brendan Byrne Arena",560734,13526,"NJN","https://www.basketball-reference.com/teams/NJN/1982.html",NA,NA,25.1,0.18,0.87,103,102.3,0.7,103.1,0.326,0.02,0.529,0.487,16.6,33.7,0.486,18.3,67
"55",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Atlanta Hawks",TRUE,42,40,43,39,0.54,0.271,0.282,"Omni Coliseum",314593,NA,"ATL","https://www.basketball-reference.com/teams/ATL/1982.html",1610612737,"https://stats.nba.com/media/img/teams/logos/ATL_logo.svg",26.5,0.27,0.81,105.1,104.6,0.5,95.1,0.352,0.019,0.529,0.476,14.6,32.2,0.473,15.6,67.6
"56",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Golden State Warriors",FALSE,45,37,44,38,1.04,0.233,0.256,"Oakland-Alameda County Coliseum Arena",391726,NA,"GSW","https://www.basketball-reference.com/teams/GSW/1982.html",1610612744,"https://stats.nba.com/media/img/teams/logos/GSW_logo.svg",25.1,-0.24,0.8,108.8,107.7,1.1,101.4,0.324,0.044,0.541,0.502,14.5,34.8,0.493,14.1,68.8
"57",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Portland Trail Blazers",FALSE,42,40,43,39,0.6,0.239,0.223,"Memorial Coliseum",519306,NA,"POR","https://www.basketball-reference.com/teams/POR/1982.html",1610612757,"https://stats.nba.com/media/img/teams/logos/POR_logo.svg",24.7,-0.21,0.39,108.8,108.2,0.6,100.5,0.332,0.019,0.547,0.507,14.4,32.5,0.502,15,65.9
"58",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Denver Nuggets",TRUE,46,36,42,40,0.52,0.31,0.213,"McNichols Sports Arena",456857,NA,"DEN","https://www.basketball-reference.com/teams/DEN/1982.html",1610610027,"https://stats.nba.com/media/img/teams/logos/NBA_logo.svg",27,-0.4,0.13,114.3,113.9,0.4,109.8,0.389,0.019,0.578,0.522,14.1,31.8,0.528,13.9,64.3
"59",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Houston Rockets",TRUE,46,36,41,41,-0.04,0.22,0.209,"The Summit",480190,NA,"HOU","https://www.basketball-reference.com/teams/HOU/1982.html",1610612745,"https://stats.nba.com/media/img/teams/logos/HOU_logo.svg",28.3,-0.36,-0.39,108.3,108.3,0,97.2,0.302,0.024,0.52,0.479,13.7,37.8,0.5,14.3,66.1
"60",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Detroit Pistons",FALSE,39,43,39,43,-0.91,0.262,0.224,"Pontiac Silverdome",391205,NA,"DET","https://www.basketball-reference.com/teams/DET/1982.html",1610612765,"https://stats.nba.com/media/img/teams/logos/DET_logo.svg",24.4,0.28,-0.63,105.8,106.6,-0.8,104.3,0.349,0.029,0.534,0.485,16,34.8,0.512,16.4,66.9
"61",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Indiana Pacers",FALSE,35,47,36,46,-1.87,0.225,0.221,"Market Square Arena",309633,NA,"IND","https://www.basketball-reference.com/teams/IND/1982.html",1610612754,"https://stats.nba.com/media/img/teams/logos/IND_logo.svg",27,0.38,-1.49,102.7,104.6,-1.9,98.7,0.304,0.044,0.516,0.472,14.6,30.5,0.494,15.9,66.3
"62",FALSE,"1981-82",1982,"https://www.basketball-reference.com/leagues/NBA_1982.html","Chicago Bulls",FALSE,34,48,36,46,-2.02,0.29,0.207,"Chicago Stadium",372613,NA,"CHI","https://www.basketball-reference.com/teams/CHI/1982.html",1610612741,"https://stats.nba.com/media/img/teams/logos/CHI_logo.svg",26.5,0.45,-1.57,106.6,108.6,-2,99,0.378,0.032,0.557,0.505,17.3,33.6,0.499,13.2,69
